#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 05 12 01 50 322  3.6  4.5  0.23 99.00  3.08 999 1017.5   3.8   2.8 999.0 99.0 99.00
2017 05 12 02 50 330  3.6  3.9  0.19 99.00  2.99 999 1017.5   3.7   2.7 999.0 99.0 99.00
2017 05 12 03 50 326  3.0  3.3  0.17 99.00  3.26 999 1017.6   3.4   2.7 999.0 99.0 99.00
2017 05 12 04 50 321  3.4  3.7  0.14 99.00  2.94 999 1017.4   3.6   2.7 999.0 99.0 99.00
2017 05 12 05 50 309  4.3  4.8  0.12 99.00  2.90 999 1017.2   3.3   2.7 999.0 99.0 99.00
2017 05 12 06 50 298  3.5  4.0  0.13 99.00  2.88 999 1017.1   3.4   2.6 999.0 99.0 99.00
2017 05 12 07 50 282  3.4  3.7  0.11 99.00  2.98 999 1017.0   3.2   2.6 999.0 99.0 99.00
2017 05 12 08 50 289  4.0  4.5  0.13 99.00  2.78 999 1016.7   3.2   2.6 999.0 99.0 99.00
2017 05 12 09 50 295  3.4  4.0  0.11 99.00  2.72 999 1016.6   3.4   2.6 999.0 99.0 99.00
2017 05 12 10 50 285  4.1  4.6  0.12 99.00  2.64 999 1016.6   3.3   2.6 999.0 99.0 99.00
2017 05 12 11 50 285  3.5  3.9  0.12 99.00  2.64 999 1016.5   3.3   2.6 999.0 99.0 99.00
2017 05 12 12 50 282  3.3  3.6  0.13 99.00  2.57 999 1016.1   3.2   2.6 999.0 99.0 99.00
2017 05 12 13 50 284  3.0  3.5  0.13 99.00  2.61 999 1016.4   3.2   2.7 999.0 99.0 99.00
2017 05 12 14 50 287  3.4  3.9  0.10 99.00  2.67 999 1016.2   3.3   2.7 999.0 99.0 99.00
2017 05 12 15 50 304  2.3  3.3  0.10 99.00  2.64 999 1016.2   3.3   2.8 999.0 99.0 99.00
2017 05 12 16 50 191  0.9  1.7  0.09 99.00  2.64 999 1016.3   3.5   2.9 999.0 99.0 99.00
2017 05 12 17 50 272  2.2  2.4  0.09 99.00  2.69 999 1016.0   3.4   2.9 999.0 99.0 99.00
2017 05 12 18 50 284  2.8  3.0  0.09 99.00  2.68 999 1015.6   3.4   2.9 999.0 99.0 99.00
2017 05 12 19 50 293  3.1  3.7  0.08 99.00  2.61 999 1015.2   3.5   2.9 999.0 99.0 99.00
2017 05 12 20 50 287  2.9  3.3  0.08 99.00  2.50 999 1015.1   3.6   2.9 999.0 99.0 99.00
2017 05 12 21 50 286  2.4  2.8  0.07 99.00  2.64 999 1014.6   3.7   2.9 999.0 99.0 99.00
2017 05 12 22 50 287  2.0  2.2  0.06 99.00  2.62 999 1014.5   3.5   3.0 999.0 99.0 99.00
2017 05 12 23 50 292  3.4  3.8  0.06 99.00  2.68 999 1014.3   3.4   3.0 999.0 99.0 99.00
2017 05 13 00 50 316  1.9  2.2  0.06 99.00  2.69 999 1014.6   3.5   2.9 999.0 99.0 99.00
2017 05 13 01 50 303  0.5  0.6  0.07 99.00  2.76 999 1014.4   3.0   2.8 999.0 99.0 99.00
2017 05 13 02 50 233  0.2  0.9  0.07 99.00  2.85 999 1014.4   2.8   2.7 999.0 99.0 99.00
2017 05 13 03 50 112  0.1  0.7  0.08 99.00  2.66 999 1013.8   3.1   2.3 999.0 99.0 99.00
2017 05 13 04 50  41  1.5  1.7  0.08 99.00  2.72 999 1013.6   2.9   2.4 999.0 99.0 99.00
2017 05 13 05 50 231  0.5  0.9  0.10 99.00  2.62 999 1013.5   2.1   2.0 999.0 99.0 99.00
2017 05 13 06 50 279  0.4  0.6  0.09 99.00  2.79 999 1013.2   2.5   1.3 999.0 99.0 99.00
2017 05 13 07 50 237  2.9  3.1  0.08 99.00  2.81 999 1013.2   3.0   2.1 999.0 99.0 99.00
2017 05 13 08 50 266  1.6  2.3  0.07 99.00  2.80 999 1012.7   3.4   2.3 999.0 99.0 99.00
2017 05 13 09 50  18  1.5  2.1  0.07 99.00  2.90 999 1012.4   2.7   2.3 999.0 99.0 99.00
2017 05 13 10 50 351  0.3  1.1  0.05 99.00  2.70 999 1012.5   3.7   2.0 999.0 99.0 99.00
2017 05 13 11 50  27  1.6  2.1  0.05 99.00  2.87 999 1012.2   3.4   2.0 999.0 99.0 99.00
2017 05 13 12 50  12  1.2  2.1  0.05 99.00  2.93 999 1012.3   2.9   2.2 999.0 99.0 99.00
2017 05 13 13 50 316  1.6  2.9  0.04 99.00  3.08 999 1012.3   3.0   2.5 999.0 99.0 99.00
2017 05 13 14 50 258  0.2  0.5  0.04 99.00  3.01 999 1012.2   3.4   2.8 999.0 99.0 99.00
2017 05 13 15 50 316  1.6  2.0  0.04 99.00  3.30 999 1012.2   3.2   2.8 999.0 99.0 99.00
2017 05 13 16 50 354  1.4  2.1  0.04 99.00  3.06 999 1012.0   3.2   2.9 999.0 99.0 99.00
2017 05 13 17 50 309  2.7  3.2  0.04 99.00  3.15 999 1012.3   3.2   2.9 999.0 99.0 99.00
2017 05 13 18 50 331  1.9  2.2  0.03 99.00  3.21 999 1012.0   3.2   3.0 999.0 99.0 99.00
2017 05 13 19 50 318  1.3  1.4 99.00 99.00 99.00 999 1011.6   3.5   3.0 999.0 99.0 99.00
2017 05 13 20 50 333  3.2  3.6  0.03 99.00  3.16 999 1011.3   3.5   3.0 999.0 99.0 99.00
2017 05 13 21 50 313  2.0  2.2  0.03 99.00  2.85 999 1011.1   3.9   3.0 999.0 99.0 99.00
2017 05 13 22 50 306  2.7  3.0  0.04 99.00  2.97 999 1010.8   4.2   3.0 999.0 99.0 99.00
2017 05 13 23 50 298  2.5  2.8  0.05 99.00  3.24 999 1010.8   4.4   3.0 999.0 99.0 99.00
2017 05 14 00 50 311  4.9  5.5  0.06 99.00  3.16 999 1010.8   5.0   2.9 999.0 99.0 99.00
2017 05 14 01 50 341  5.5  6.2  0.07 99.00  2.34 999 1011.2   5.0   2.9 999.0 99.0 99.00
2017 05 14 02 50 359  4.7  5.4  0.17 99.00  2.46 999 1011.6   4.9   2.8 999.0 99.0 99.00
2017 05 14 03 50 335  5.5  6.4  0.19 99.00  2.57 999 1012.0   4.4   2.8 999.0 99.0 99.00
2017 05 14 04 50 346  5.0  5.5  0.26  2.60  2.58 336 1012.4   4.4   2.7 999.0 99.0 99.00
2017 05 14 05 50   2  6.3  7.0  0.30  2.74  2.66 338 1012.4   4.6   2.7 999.0 99.0 99.00
2017 05 14 06 50 355  6.1  7.0  0.39  2.94  2.99 353 1012.6   4.3   2.7 999.0 99.0 99.00
2017 05 14 07 50 354  6.6  7.5  0.44  3.23  2.96 356 1012.8   3.9   2.7 999.0 99.0 99.00
2017 05 14 08 50 356  5.7  6.9  0.39  3.23  3.04 356 1013.3   3.7   2.7 999.0 99.0 99.00
2017 05 14 09 50 349  5.1  5.9  0.39  3.13  3.02 355 1013.8   3.5   2.7 999.0 99.0 99.00
2017 05 14 10 50 353  5.1  6.1  0.34  3.03  2.95 345 1014.5   3.4   2.6 999.0 99.0 99.00
2017 05 14 11 50 357  6.1  7.0  0.38  3.13  3.00 351 1015.0   3.4   2.6 999.0 99.0 99.00
2017 05 14 12 50 354  5.9  7.0  0.43  3.45  3.00   1 1015.7   3.5   2.7 999.0 99.0 99.00
2017 05 14 13 50 344  4.4  5.1  0.40  3.45  3.11 352 1016.0   3.5   2.7 999.0 99.0 99.00
2017 05 14 14 50 340  4.7  5.7  0.41  3.45  3.17 353 1016.4   3.4   2.7 999.0 99.0 99.00
2017 05 14 15 50 348  4.6  5.5  0.34  3.23  3.05 354 1016.3   3.4   2.8 999.0 99.0 99.00
2017 05 14 16 50 351  4.3  5.0  0.33  3.13  3.03 348 1016.1   3.5   2.8 999.0 99.0 99.00
2017 05 14 17 50 336  4.5  5.0  0.34  3.23  2.98 347 1016.7   3.5   2.8 999.0 99.0 99.00
2017 05 14 18 50 326  3.8  4.4  0.29  3.23  3.00 355 1016.6   3.5   2.8 999.0 99.0 99.00
2017 05 14 19 50 309  2.8  3.1  0.29  3.13  3.00 360 1016.6   3.4   2.8 999.0 99.0 99.00
2017 05 14 20 50 301  3.7  4.1  0.28  3.23  2.99  10 1016.3   3.5   2.9 999.0 99.0 99.00
2017 05 14 21 50 302  3.1  3.7  0.20 99.00  2.87 999 1016.2   3.5   2.9 999.0 99.0 99.00
2017 05 14 22 50 282  3.2  3.5  0.20 99.00  2.81 999 1016.0   3.5   2.9 999.0 99.0 99.00
2017 05 14 23 50 289  2.9  3.3  0.16 99.00  2.75 999 1016.3   3.7   2.9 999.0 99.0 99.00
2017 05 15 00 50 310  2.3  2.5  0.15 99.00  2.73 999 1016.4   3.5   2.9 999.0 99.0 99.00
2017 05 15 01 50 352  0.6  0.8  0.12 99.00  2.67 999 1016.6   3.0   2.8 999.0 99.0 99.00
2017 05 15 02 50  62  2.1  2.7  0.10 99.00  2.74 999 1017.0   2.9   2.5 999.0 99.0 99.00
2017 05 15 03 50  74  2.4  2.9  0.10 99.00  2.63 999 1016.9   2.9   2.7 999.0 99.0 99.00
2017 05 15 04 50 216  1.5  1.9  0.09 99.00  2.69 999 1017.5   2.9   2.6 999.0 99.0 99.00
2017 05 15 05 50  82  2.0  2.2  0.08 99.00  2.74 999 1017.0   3.1   2.5 999.0 99.0 99.00
2017 05 15 06 50 102  1.5  1.7  0.07 99.00  2.69 999 1017.3   3.1   2.6 999.0 99.0 99.00
2017 05 15 07 50 144  2.8  4.8  0.07 99.00  2.79 999 1016.9   3.4   2.6 999.0 99.0 99.00
2017 05 15 08 50 165  2.6  2.9  0.07 99.00  3.14 999 1017.2   3.4   2.6 999.0 99.0 99.00
2017 05 15 09 50 139  2.1  2.5  0.08 99.00  3.09 999 1017.2   3.2   2.6 999.0 99.0 99.00
2017 05 15 10 50 129  2.0  2.2  0.06 99.00  3.02 999 1017.4   3.2   2.5 999.0 99.0 99.00
2017 05 15 11 50 109  2.5  2.8  0.06 99.00  3.16 999 1017.8   3.2   2.6 999.0 99.0 99.00
2017 05 15 12 50 106  4.8  5.5  0.05 99.00  3.06 999 1017.4   3.4   2.7 999.0 99.0 99.00
2017 05 15 13 50 102  3.7  4.1  0.05 99.00  3.23 999 1017.9   3.7   2.7 999.0 99.0 99.00
2017 05 15 14 50  98  4.5  5.1 99.00 99.00 99.00 999 1017.7   3.3   2.8 999.0 99.0 99.00
2017 05 15 15 50  96  4.4  5.0  0.08 99.00  2.45 999 1017.5   3.3   2.8 999.0 99.0 99.00
2017 05 15 16 50  78  3.8  4.1  0.19 99.00  2.75 999 1017.4   3.4   2.9 999.0 99.0 99.00
2017 05 15 17 50  93  5.4  5.8  0.23 99.00  2.66 999 1016.5   3.7   2.9 999.0 99.0 99.00
2017 05 15 18 50  91  6.2  7.1  0.27  2.74  2.73  56 1015.2   4.0   2.9 999.0 99.0 99.00
2017 05 15 19 50  89  5.1  5.8  0.30  3.13  2.76  61 1015.2   4.2   2.9 999.0 99.0 99.00
2017 05 15 20 50  84  5.6  6.3  0.28  3.03  2.70  56 1014.5   4.1   2.9 999.0 99.0 99.00
2017 05 15 21 50 103  3.7  4.3  0.32  2.94  2.77  58 1014.9   4.4   2.9 999.0 99.0 99.00
2017 05 15 22 50  99  4.8  5.4  0.26  3.03  2.79  59 1014.1   4.3   2.9 999.0 99.0 99.00
2017 05 15 23 50  86  3.5  4.3  0.24 99.00  2.80 999 1014.0   4.2   2.9 999.0 99.0 99.00
2017 05 16 00 50 105  5.0  5.9  0.19 99.00  2.69 999 1013.0   4.2   2.8 999.0 99.0 99.00
2017 05 16 01 50 103  3.1  3.5  0.21 99.00  2.56 999 1013.1   4.6   2.8 999.0 99.0 99.00
2017 05 16 02 50  90  3.6  4.0  0.16 99.00  2.76 999 1012.5   4.5   2.8 999.0 99.0 99.00
2017 05 16 03 50 116  2.3  2.9  0.16 99.00  2.56 999 1013.4   4.6   2.8 999.0 99.0 99.00
2017 05 16 04 50 107  4.0  4.4  0.14 99.00  2.49 999 1012.5   5.4   2.8 999.0 99.0 99.00
2017 05 16 05 50  92  4.0  4.4  0.14 99.00  2.57 999 1011.8   5.0   2.8 999.0 99.0 99.00
2017 05 16 06 50  84  3.4  3.8  0.19 99.00  2.59 999 1011.1   4.7   2.8 999.0 99.0 99.00
2017 05 16 07 50  94  3.7  5.4  0.20 99.00  2.70 999 1010.3   4.8   2.8 999.0 99.0 99.00
2017 05 16 08 50 123  4.9  5.6  0.26  2.94  2.66 155 1011.3   5.3   2.8 999.0 99.0 99.00
2017 05 16 09 50 109  4.4  4.7  0.18 99.00  2.63 999 1011.0   5.3   2.8 999.0 99.0 99.00
2017 05 16 10 50 107  5.6  6.0  0.22 99.00  2.65 999 1010.7   5.3   2.8 999.0 99.0 99.00
2017 05 16 11 50  98  4.8  5.3  0.20 99.00  2.65 999 1010.5   4.7   2.8 999.0 99.0 99.00
2017 05 16 12 50  63  5.0  5.9  0.16 99.00  2.58 999 1009.7   4.4   2.8 999.0 99.0 99.00
2017 05 16 13 50  76  5.7  6.5  0.15 99.00  2.55 999 1009.2   4.4   2.8 999.0 99.0 99.00
2017 05 16 14 50  92  5.5  6.0  0.20 99.00  2.44 999 1009.1   4.8   2.9 999.0 99.0 99.00
2017 05 16 15 50  86  6.9  8.6  0.24 99.00  2.50 999 1007.9   4.6   2.9 999.0 99.0 99.00
2017 05 16 17 50  84  8.1  9.9  0.50  3.45  2.99  73 1004.3   5.6   2.9 999.0 99.0 99.00
2017 05 16 18 50 101  4.7  5.5  0.48  3.70  3.18  99 1006.4   5.1   2.9 999.0 99.0 99.00
2017 05 16 19 50 109  6.8  7.9  0.48  3.85  3.25 104 1005.8   5.2   2.9 999.0 99.0 99.00
2017 05 16 20 50 100  7.0  7.7  0.56  4.00  3.27 103 1003.6   5.7   2.9 999.0 99.0 99.00
2017 05 16 21 50 112  5.6  6.2  0.58  3.70  3.41 106 1003.6   5.4   2.9 999.0 99.0 99.00
2017 05 16 22 50  99  6.4  7.1  0.58  4.35  3.46  99 1002.5   5.2   2.9 999.0 99.0 99.00
2017 05 16 23 50 100  7.6  8.8  0.58  3.85  3.31 101 1001.3   5.7   2.9 999.0 99.0 99.00
2017 05 17 00 50 115  7.5  8.5  0.61  3.70  3.47 103 1001.1   5.6   2.9 999.0 99.0 99.00
2017 05 17 01 50 110  7.3  8.2  0.63  4.00  3.46 104 1000.1   5.5   2.8 999.0 99.0 99.00
2017 05 17 02 50 116  7.3  8.0  0.76  4.55  3.71 107  999.5   5.5   2.8 999.0 99.0 99.00
2017 05 17 03 50 123  7.4  8.9  0.78  5.00  3.73 106  998.4   6.8   2.8 999.0 99.0 99.00
2017 05 17 04 50 139  9.6 11.1  0.81  4.35  3.63 107  998.1   6.3   2.8 999.0 99.0 99.00
2017 05 17 05 50 169  6.9  8.6  0.83  4.76  3.73 116  998.2   7.1   2.8 999.0 99.0 99.00
2017 05 17 06 50 185  7.8  8.4  0.76  4.55  3.79 115  997.4   7.9   2.8 999.0 99.0 99.00
2017 05 17 07 50 278  5.4  6.2  0.77  4.76  4.05 126  998.7   6.4   2.8 999.0 99.0 99.00
2017 05 17 08 50 301  5.6  6.2  0.68  4.76  3.86 129  999.4   5.9   2.8 999.0 99.0 99.00
2017 05 17 09 50 241  2.6  3.1  0.64  5.56  3.87 126 1000.9   4.6   2.8 999.0 99.0 99.00
2017 05 17 10 50 254  3.7  4.3  0.66  4.76  3.97 132 1001.7   4.7   2.8 999.0 99.0 99.00
2017 05 17 11 50 287  1.1  1.6  0.67  4.76  3.89 138 1002.0   4.5   2.8 999.0 99.0 99.00
2017 05 17 12 50 312  5.3  5.6  0.63  4.17  3.89 159 1002.8   4.1   2.8 999.0 99.0 99.00
2017 05 17 13 50 329  3.1  3.5  0.51  4.55  3.85 159 1002.2   3.8   2.8 999.0 99.0 99.00
2017 05 17 14 50 348  2.8  3.4  0.44  4.35  3.77 153 1002.8   4.0   2.8 999.0 99.0 99.00
2017 05 17 15 50 179  2.4  2.9  0.37  4.00  3.54 157 1004.4   3.4   2.8 999.0 99.0 99.00
2017 05 17 16 50 306  2.1  2.4  0.35  3.70  3.54 196 1005.1   3.4   2.8 999.0 99.0 99.00
2017 05 17 17 50 270  2.6  3.2  0.32  3.57  3.40 229 1005.8   3.5   2.8 999.0 99.0 99.00
2017 05 17 18 50 356  2.5  3.0  0.28  3.23  3.43 229 1005.0   3.6   2.8 999.0 99.0 99.00
2017 05 17 19 50  23  4.7  5.5  0.22 99.00  3.37 999 1004.4   4.0   2.8 999.0 99.0 99.00
2017 05 17 20 50  32  6.7  7.5  0.20 99.00  3.26 999 1002.9   4.0   2.8 999.0 99.0 99.00
2017 05 17 21 50  10  6.6  7.5  0.26  2.35  2.74   7 1003.4   4.1   2.8 999.0 99.0 99.00
2017 05 17 22 50   9  6.2  7.0  0.30  2.60  2.70   5 1003.5   5.0   2.8 999.0 99.0 99.00
2017 05 17 23 50  17  8.1  9.1  0.42  3.13  2.93   4 1002.8   7.6   2.8 999.0 99.0 99.00
2017 05 18 00 50  16  9.5 13.4  0.51  3.13  2.93   6 1002.2   8.4   2.8 999.0 99.0 99.00
2017 05 18 01 50   4  8.9 10.4  0.63  3.45  3.18  14 1002.0   6.0   2.9 999.0 99.0 99.00
2017 05 18 02 50  57  6.1  7.8  1.00  4.17  3.62 342 1001.5   5.5   2.9 999.0 99.0 99.00
2017 05 18 03 50  13  2.0  3.0  0.88  4.35  3.86 351 1004.1   5.0   2.9 999.0 99.0 99.00
2017 05 18 04 50  26  9.5 12.5  0.87  4.55  3.70 349 1001.1   5.6   2.8 999.0 99.0 99.00
2017 05 18 05 50  38  7.1  8.8  0.99  4.76  4.08 352 1002.0   5.0   2.8 999.0 99.0 99.00
2017 05 18 06 50  24 10.6 12.5  1.17  4.55  4.14  24  999.1   5.0   2.8 999.0 99.0 99.00
2017 05 18 07 50  44  8.4  9.7  1.46  4.76  4.43  19 1000.6   4.8   2.8 999.0 99.0 99.00
2017 05 18 08 50  45  7.7  9.0  1.38  5.56  4.49  23 1000.2   4.7   2.8 999.0 99.0 99.00
2017 05 18 09 50  36  7.7  9.5  1.45  5.56  4.60  11 1000.6   4.5   2.8 999.0 99.0 99.00
2017 05 18 10 50  31  7.8  8.7  1.59  5.88  4.83  54 1000.7   4.4   2.8 999.0 99.0 99.00
2017 05 18 11 50  34  8.1  9.2  1.69  5.88  4.90  54 1001.4   4.0   2.8 999.0 99.0 99.00
2017 05 18 12 50  16  9.3 11.2  1.98  6.25  5.19  46 1002.2   3.9   2.8 999.0 99.0 99.00
2017 05 18 13 50  24 11.7 13.9  2.01  6.67  5.06  56 1002.7   3.9   2.8 999.0 99.0 99.00
2017 05 18 14 50  20 10.5 12.7  2.06  6.67  5.11  40 1003.9   3.5   2.8 999.0 99.0 99.00
2017 05 18 15 50  18 10.9 12.6  2.17  6.25  5.14  18 1005.0   3.1   2.8 999.0 99.0 99.00
2017 05 18 17 50   5 11.6 14.0  2.16  6.67  5.31  35 1007.7   2.6   2.8 999.0 99.0 99.00
2017 05 18 18 50   5 13.2 15.8  2.44  7.14  5.32 352 1009.1   2.3   2.8 999.0 99.0 99.00
2017 05 18 19 50   3 13.1 15.5  2.83  7.14  5.80 352 1010.9   2.2   2.8 999.0 99.0 99.00
2017 05 18 20 50   5 13.9 17.4  2.61  7.14  5.53 351 1012.4   2.1   2.8 999.0 99.0 99.00
2017 05 18 21 50   3 12.5 15.3  2.57  6.67  5.60 348 1014.4   2.3   2.7 999.0 99.0 99.00
2017 05 18 22 50   4 11.1 13.3  2.25  7.14  5.35 357 1015.9   2.6   2.7 999.0 99.0 99.00
2017 05 18 23 50   3  9.9 11.8  1.94  7.14  5.01 347 1017.1   2.9   2.7 999.0 99.0 99.00
2017 05 19 00 50  15  9.1 11.4  1.63  6.25  4.83 359 1018.2   3.6   2.7 999.0 99.0 99.00
2017 05 19 01 50  26  5.8  6.9  1.30  5.88  4.55 354 1019.0   3.6   2.7 999.0 99.0 99.00
2017 05 19 02 50  26  4.4  5.4  1.01  5.88  4.31 354 1020.2   3.5   2.7 999.0 99.0 99.00
2017 05 19 03 50  27  4.1  4.8  0.83  5.26  4.16 360 1020.7   3.3   2.7 999.0 99.0 99.00
2017 05 19 04 50  24  3.3  4.0  0.70  4.76  3.99 352 1020.7   3.1   2.7 999.0 99.0 99.00
2017 05 19 05 50 312  2.0  2.3  0.56  4.76  3.79  12 1023.3   3.0   2.7 999.0 99.0 99.00
2017 05 19 06 50 337  2.2  2.6  0.52  4.17  3.75   3 1023.7   2.8   2.6 999.0 99.0 99.00
2017 05 19 07 50 323  2.9  3.3  0.44  4.00  3.68  27 1024.5   2.7   2.6 999.0 99.0 99.00
2017 05 19 08 50 342  3.3  4.3  0.41  3.85  3.55  21 1024.9   2.9   2.6 999.0 99.0 99.00
2017 05 19 09 50 339  1.6  1.9  0.39  3.45  3.69   2 1025.3   2.7   2.6 999.0 99.0 99.00
