#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 06 26 20 50 296  7.4  8.2  0.23 99.00  2.40 999 1015.1   5.8   3.8 999.0 99.0 99.00
2017 06 26 21 50 300  7.3  8.2  0.34  2.74  2.68 299 1014.9   6.4   3.8 999.0 99.0 99.00
2017 06 26 22 50 297  6.9  7.7  0.46  3.03  2.89 295 1014.8   6.4   3.8 999.0 99.0 99.00
2017 06 26 23 50 292  5.4  6.0  0.44  3.45  3.11 296 1014.6   6.2   3.8 999.0 99.0 99.00
2017 06 27 00 50 290  5.9  6.5  0.46  3.70  3.18 289 1014.3   5.9   3.8 999.0 99.0 99.00
2017 06 27 01 50 289  4.4  5.0  0.47  4.00  3.34 282 1014.3   5.3   3.8 999.0 99.0 99.00
2017 06 27 02 50 285  4.2  5.1  0.45  4.17  3.43 281 1014.5   5.6   3.7 999.0 99.0 99.00
2017 06 27 03 50 288  4.7  5.3  0.45  4.35  3.63 285 1014.4   5.8   3.7 999.0 99.0 99.00
2017 06 27 04 50 325  4.1  6.2  0.50  4.55  3.67 282 1014.6   5.2   3.7 999.0 99.0 99.00
2017 06 27 05 50  71  1.7  3.2  0.44  4.55  3.64 276 1014.5   5.0   3.7 999.0 99.0 99.00
2017 06 27 06 50 280  2.8  3.1  0.40  4.17  3.44 288 1014.2   5.3   3.7 999.0 99.0 99.00
2017 06 27 07 50 281  3.1  3.7  0.45  4.17  3.64 282 1014.1   4.8   3.7 999.0 99.0 99.00
2017 06 27 08 50 310  3.4  3.8  0.45  4.00  3.57 282 1014.0   5.4   3.6 999.0 99.0 99.00
2017 06 27 09 50 310  3.1  3.4  0.36  4.00  3.44 286 1014.3   5.2   3.6 999.0 99.0 99.00
2017 06 27 10 50 270  1.8  2.2  0.32  3.85  3.40 287 1014.7   4.7   3.6 999.0 99.0 99.00
2017 06 27 11 50 275  3.2  3.8  0.29  3.85  3.29 295 1014.9   4.9   3.6 999.0 99.0 99.00
2017 06 27 12 50 242  2.0  2.6  0.30  3.57  3.28 294 1015.1   5.4   3.7 999.0 99.0 99.00
2017 06 27 13 50 254  1.7  2.3  0.27  3.70  3.22 299 1015.5   5.3   3.7 999.0 99.0 99.00
2017 06 27 14 50 265  3.5  4.0  0.25 99.00  3.25 999 1015.3   5.3   3.7 999.0 99.0 99.00
2017 06 27 15 50 235  2.4  2.7  0.24 99.00  3.27 999 1015.3   5.1   3.8 999.0 99.0 99.00
2017 06 27 16 50 243  4.0  4.8  0.25 99.00  3.21 999 1015.2   5.5   3.8 999.0 99.0 99.00
2017 06 27 17 50 229  3.9  4.2  0.27  3.33  3.25 285 1014.5   5.7   3.8 999.0 99.0 99.00
2017 06 27 18 50 192  2.5  3.0  0.26  3.45  3.18 286 1014.0   5.8   3.9 999.0 99.0 99.00
2017 06 27 19 50 236  3.8  4.1  0.27  3.57  3.18 290 1014.0   6.3   3.9 999.0 99.0 99.00
2017 06 27 20 50 204  4.2  4.9  0.28  3.70  3.21 284 1013.5   6.1   3.9 999.0 99.0 99.00
2017 06 27 21 50 188  4.4  4.9  0.29  3.57  3.39 282 1013.0   6.1   3.9 999.0 99.0 99.00
2017 06 27 22 50 186  4.9  5.4  0.31  3.70  3.26 276 1012.2   6.4   3.9 999.0 99.0 99.00
2017 06 27 23 50 183  3.9  4.3  0.27  3.33  3.06 270 1011.9   6.4   3.8 999.0 99.0 99.00
2017 06 28 00 50 217  2.9  3.9  0.27  3.85  3.09 284 1011.6   6.7   3.8 999.0 99.0 99.00
2017 06 28 01 50 241  1.7  2.2  0.28  3.85  3.10 287 1011.5   7.5   3.8 999.0 99.0 99.00
2017 06 28 02 50 176  3.8  4.3  0.26  3.70  3.08 282 1011.5   7.3   3.7 999.0 99.0 99.00
2017 06 28 03 50 124  3.7  5.0  0.25 99.00  3.08 999 1011.7   7.3   3.7 999.0 99.0 99.00
2017 06 28 04 50  82  2.9  3.2  0.23 99.00  3.21 999 1011.7   5.7   3.7 999.0 99.0 99.00
2017 06 28 05 50 130  2.1  2.5  0.21 99.00  3.03 999 1011.6   7.5   3.7 999.0 99.0 99.00
2017 06 28 06 50 197  4.5  5.1  0.20 99.00  2.93 999 1010.8   6.7   3.7 999.0 99.0 99.00
2017 06 28 07 50 207  5.6  6.2  0.26  3.33  2.90  41 1010.7   6.6   3.7 999.0 99.0 99.00
2017 06 28 08 50 198  4.5  4.9  0.25  2.60  2.79 228 1010.2   6.4   3.7 999.0 99.0 99.00
2017 06 28 09 50 201  4.8  5.2  0.26  2.94  2.79 204 1009.9   7.2   3.7 999.0 99.0 99.00
2017 06 28 10 50 198  5.4  6.2  0.30  3.13  2.84 200 1010.3   6.9   3.7 999.0 99.0 99.00
2017 06 28 11 50 207  6.5  7.4  0.31  3.33  2.86 213 1010.8   7.1   3.7 999.0 99.0 99.00
2017 06 28 12 50 202  5.3  5.8  0.36  3.23  2.89 204 1010.7   7.2   3.7 999.0 99.0 99.00
2017 06 28 13 50 173  5.0  5.5  0.36  3.03  3.00 200 1010.4   6.7   3.8 999.0 99.0 99.00
2017 06 28 14 50 168  5.3  6.0  0.41  3.70  3.17 172 1010.4   6.7   3.8 999.0 99.0 99.00
2017 06 28 15 50 144  4.5  4.9  0.33  3.57  3.15 167 1010.1   6.2   3.8 999.0 99.0 99.00
2017 06 28 16 50 150  4.6  5.0  0.28  3.45  3.05 169 1009.6   7.1   3.8 999.0 99.0 99.00
2017 06 28 17 50 122  4.8  5.4  0.28  3.33  3.02 168 1008.7   7.4   3.9 999.0 99.0 99.00
2017 06 28 18 50 116  5.7  6.2  0.25  3.13  2.90 162 1007.9   7.8   3.9 999.0 99.0 99.00
2017 06 28 19 50 118  5.2  5.7  0.27  3.13  2.80 168 1007.8   8.2   3.8 999.0 99.0 99.00
2017 06 28 20 50 128  8.0  9.3  0.29  3.03  2.70 162 1007.3   9.3   3.9 999.0 99.0 99.00
2017 06 28 21 50 132  6.5  7.7  0.39  3.03  2.85 142 1006.8   7.8   3.9 999.0 99.0 99.00
2017 06 28 22 50 128  5.9  6.4  0.49  3.33  3.02 148 1006.7   6.9   3.8 999.0 99.0 99.00
2017 06 28 23 50 118  6.3  7.0  0.48  3.33  3.10 141 1006.3   7.3   3.8 999.0 99.0 99.00
2017 06 29 00 50 105  5.8  6.2  0.47  3.33  3.07 141 1006.3   7.0   3.8 999.0 99.0 99.00
2017 06 29 01 50  92  6.2  7.3  0.43  3.33  3.09 129 1006.3   6.5   3.8 999.0 99.0 99.00
2017 06 29 02 50  79  6.4  7.0  0.41  3.03  2.98 110 1005.8   6.5   3.8 999.0 99.0 99.00
2017 06 29 03 50  95  5.4  6.2  0.47  4.55  3.29 142 1005.5   6.7   3.8 999.0 99.0 99.00
2017 06 29 04 50  85  5.7  6.3  0.45  4.00  3.30 154 1005.1   6.4   3.8 999.0 99.0 99.00
2017 06 29 05 50  87  5.8  6.3  0.41  3.13  3.12 113 1004.7   6.4   3.7 999.0 99.0 99.00
2017 06 29 06 50  93  6.7  7.4  0.43  3.45  2.99 137 1003.9   7.0   3.8 999.0 99.0 99.00
2017 06 29 07 50  88  6.2  7.0  0.53  3.57  3.19 120 1003.3   7.1   3.8 999.0 99.0 99.00
2017 06 29 08 50  91  7.4  8.3  0.58  3.70  3.28 108 1002.9   7.3   3.7 999.0 99.0 99.00
2017 06 29 09 50  95  7.0  7.9  0.69  4.00  3.58 108 1002.7   7.2   3.8 999.0 99.0 99.00
2017 06 29 10 50  78  6.4  7.1  0.65  4.55  3.58 100 1002.6   6.3   3.8 999.0 99.0 99.00
2017 06 29 11 50  90  6.8  7.8  0.62  4.17  3.49  92 1002.6   6.6   3.8 999.0 99.0 99.00
2017 06 29 12 50  80  6.0  6.7  0.62  4.17  3.49  95 1002.5   6.2   3.8 999.0 99.0 99.00
2017 06 29 13 50  83  6.6  7.5  0.60  4.35  3.45  99 1002.3   6.5   3.8 999.0 99.0 99.00
2017 06 29 14 50  88  5.7  6.4  0.55  3.85  3.36  88 1002.7   6.1   3.8 999.0 99.0 99.00
2017 06 29 15 50  77  7.1  7.7  0.53  4.17  3.39  98 1002.5   6.2   3.8 999.0 99.0 99.00
2017 06 29 16 50  82  6.5  7.2  0.54  4.35  3.36  98 1002.4   6.6   3.8 999.0 99.0 99.00
2017 06 29 17 50  80  6.3  7.1  0.51  4.35  3.37  98 1003.4   7.7   3.8 999.0 99.0 99.00
2017 06 29 18 50  78  4.9  5.6  0.54  3.45  3.33  75 1004.0   7.0   3.8 999.0 99.0 99.00
2017 06 29 19 50  65  5.5  6.0  0.46  3.85  3.33  84 1003.7   7.5   3.8 999.0 99.0 99.00
2017 06 29 20 50  79  5.1  6.0  0.44  4.00  3.22  80 1003.9   8.6   3.8 999.0 99.0 99.00
2017 06 29 21 50  69  3.7  3.9  0.44  3.85  3.29  79 1004.5   7.8   3.8 999.0 99.0 99.00
2017 06 29 22 50  91  1.9  2.2  0.39  3.57  3.22  80 1004.9   7.4   3.8 999.0 99.0 99.00
2017 06 29 23 50 311  1.9  2.2  0.35  3.57  3.25 102 1005.3   5.8   3.8 999.0 99.0 99.00
2017 06 30 00 50 359  0.8  1.7  0.33  3.13  3.15  89 1005.3   6.5   3.8 999.0 99.0 99.00
2017 06 30 01 50 269  2.4  3.3  0.30  3.23  3.17  88 1005.4   5.2   3.8 999.0 99.0 99.00
2017 06 30 02 50 295  3.8  4.2  0.28  3.23  3.20  92 1006.0   4.7   3.8 999.0 99.0 99.00
2017 06 30 03 50 324  4.2  4.8  0.23 99.00  3.16 999 1005.8   5.1   3.8 999.0 99.0 99.00
2017 06 30 04 50 266  1.3  1.8  0.21 99.00  3.15 999 1005.7   5.4   3.8 999.0 99.0 99.00
2017 06 30 05 50 280  2.9  3.6  0.21 99.00  3.08 999 1005.7   4.8   3.8 999.0 99.0 99.00
2017 06 30 06 50 268  4.3  4.9  0.23 99.00  3.06 999 1005.8   4.6   3.7 999.0 99.0 99.00
2017 06 30 07 50 291  3.4  4.1  0.25  3.33  3.11 268 1005.4   4.8   3.7 999.0 99.0 99.00
2017 06 30 08 50 278  1.9  2.4  0.23 99.00  3.07 999 1005.4   5.0   3.7 999.0 99.0 99.00
2017 06 30 09 50 252  2.4  3.3  0.20 99.00  3.00 999 1005.5   5.2   3.7 999.0 99.0 99.00
2017 06 30 10 50 271  3.5  4.1  0.23 99.00  3.00 999 1005.5   4.6   3.7 999.0 99.0 99.00
2017 06 30 11 50 289  3.0  3.6  0.25  3.33  2.99 278 1006.0   4.9   3.8 999.0 99.0 99.00
2017 06 30 12 50 311  2.6  3.0  0.25 99.00  3.00 999 1006.6   5.8   3.8 999.0 99.0 99.00
2017 06 30 13 50 299  4.2  4.7  0.26  3.45  3.10 284 1006.3   5.2   3.8 999.0 99.0 99.00
2017 06 30 14 50 318  3.6  3.9  0.26  3.70  3.12 271 1006.1   5.7   3.8 999.0 99.0 99.00
2017 06 30 15 50 318  2.4  2.8  0.23 99.00  3.09 999 1006.6   6.3   3.8 999.0 99.0 99.00
2017 06 30 16 50 218  3.3  5.9  0.25  3.45  3.10 256 1007.2   5.6   3.8 999.0 99.0 99.00
2017 06 30 17 50 201  0.8  1.3  0.24 99.00  3.06 999 1006.5   6.5   3.9 999.0 99.0 99.00
2017 06 30 18 50 308  0.9  1.1  0.23 99.00  2.99 999 1006.7   5.6   3.8 999.0 99.0 99.00
2017 06 30 19 50 283  2.9  3.1  0.20 99.00  2.99 999 1006.9   5.1   3.8 999.0 99.0 99.00
2017 06 30 20 50 261  1.7  2.3  0.17 99.00  2.97 999 1007.1   5.0   3.8 999.0 99.0 99.00
2017 06 30 21 50 277  2.8  3.6  0.18 99.00  2.89 999 1007.3   4.5   3.8 999.0 99.0 99.00
2017 06 30 22 50 312  4.0  4.8  0.19 99.00  2.93 999 1007.3   4.5   3.8 999.0 99.0 99.00
2017 06 30 23 50 335  4.2  4.8  0.28  3.33  2.95 297 1007.5   4.4   3.8 999.0 99.0 99.00
2017 07 01 00 50 340  3.2  3.6  0.32  3.45  3.07 284 1007.9   4.4   3.8 999.0 99.0 99.00
2017 07 01 01 50 298  2.2  2.5  0.38  3.85  3.31 276 1008.7   4.6   3.8 999.0 99.0 99.00
2017 07 01 02 50 307  2.7  3.2  0.33  3.57  3.21 291 1008.8   4.4   3.8 999.0 99.0 99.00
2017 07 01 03 50 343  3.6  4.4  0.29  3.45  3.12 261 1007.9   5.1   3.8 999.0 99.0 99.00
2017 07 01 04 50 355  3.6  4.5  0.24 99.00  3.07 999 1007.7   5.5   3.7 999.0 99.0 99.00
2017 07 01 05 50 335  2.9  3.5  0.20 99.00  2.89 999 1007.9   5.0   3.8 999.0 99.0 99.00
2017 07 01 06 50 354  2.1  2.6  0.17 99.00  2.90 999 1007.8   5.8   3.8 999.0 99.0 99.00
2017 07 01 07 50 296  3.9  4.6  0.16 99.00  2.86 999 1008.0   5.2   3.8 999.0 99.0 99.00
2017 07 01 08 50 311  3.9  4.8  0.19 99.00  2.84 999 1008.0   5.3   3.7 999.0 99.0 99.00
2017 07 01 09 50 351  3.7  4.5  0.20 99.00  2.73 999 1008.1   5.2   3.8 999.0 99.0 99.00
2017 07 01 10 50 338  3.7  4.1  0.20 99.00  2.75 999 1008.5   5.1   3.7 999.0 99.0 99.00
2017 07 01 11 50 334  4.9  5.3  0.25  2.94  2.82 329 1009.0   5.5   3.7 999.0 99.0 99.00
2017 07 01 12 50 338  4.6  5.2  0.31  3.13  3.06 323 1009.7   5.5   3.7 999.0 99.0 99.00
2017 07 01 13 50 325  3.8  4.1  0.35  3.23  3.01 339 1010.2   5.5   3.8 999.0 99.0 99.00
2017 07 01 14 50 311  4.1  4.5  0.33  3.13  2.99 339 1010.6   5.5   3.8 999.0 99.0 99.00
2017 07 01 15 50 310  5.1  5.8  0.29  3.23  2.98 339 1010.9   5.6   3.8 999.0 99.0 99.00
2017 07 01 16 50 325  4.7  5.3  0.29  3.23  2.85 331 1011.0   6.1   3.9 999.0 99.0 99.00
2017 07 01 17 50 310  3.0  3.3  0.27  3.03  2.87 333 1011.4   5.6   3.9 999.0 99.0 99.00
2017 07 01 18 50 298  3.8  4.3  0.24 99.00  2.89 999 1011.3   5.8   4.0 999.0 99.0 99.00
2017 07 01 19 50 286  3.0  3.4  0.23 99.00  2.89 999 1011.6   5.5   3.9 999.0 99.0 99.00
2017 07 01 20 50 296  2.9  3.4  0.23 99.00  2.82 999 1011.6   5.8   3.9 999.0 99.0 99.00
2017 07 01 21 50 305  2.1  2.6  0.20 99.00  2.81 999 1011.2   6.0   3.9 999.0 99.0 99.00
2017 07 01 22 50 274  1.8  2.1  0.16 99.00  2.71 999 1011.3   5.9   3.9 999.0 99.0 99.00
2017 07 01 23 50 191  1.8  2.2  0.16 99.00  2.67 999 1011.4   5.1   4.0 999.0 99.0 99.00
2017 07 02 00 50 173  1.7  2.0  0.14 99.00  2.65 999 1011.1   4.9   3.9 999.0 99.0 99.00
2017 07 02 01 50 202  2.8  3.6  0.14 99.00  2.87 999 1011.6   4.7   3.9 999.0 99.0 99.00
2017 07 02 02 50 218  3.4  4.0  0.10 99.00  2.84 999 1012.0   4.9   3.8 999.0 99.0 99.00
2017 07 02 03 50 183  4.0  4.4  0.10 99.00  2.82 999 1011.7   5.9   3.8 999.0 99.0 99.00
2017 07 02 04 50 172  4.1  4.5  0.08 99.00  2.74 999 1011.1   6.6   3.8 999.0 99.0 99.00
2017 07 02 05 50  66  2.0  3.8  0.07 99.00  2.71 999 1011.3   6.0   3.8 999.0 99.0 99.00
2017 07 02 06 50  85  3.5  4.5  0.07 99.00  2.81 999 1010.9   5.4   3.8 999.0 99.0 99.00
2017 07 02 07 50 113  2.9  3.9  0.06 99.00  2.79 999 1010.7   5.0   3.8 999.0 99.0 99.00
2017 07 02 08 50 225  2.0  2.5  0.05 99.00  2.87 999 1010.5   5.7   3.8 999.0 99.0 99.00
2017 07 02 09 50 336  0.6  0.9  0.05 99.00  3.03 999 1010.7   5.8   3.8 999.0 99.0 99.00
2017 07 02 10 50 307  2.1  2.7  0.06 99.00  2.83 999 1011.0   6.5   3.7 999.0 99.0 99.00
2017 07 02 11 50 298  2.3  2.6 99.00 99.00 99.00 999 1011.4   6.2   3.8 999.0 99.0 99.00
2017 07 02 12 50 238  2.7  3.2  0.08 99.00  2.90 999 1011.8   5.2   3.8 999.0 99.0 99.00
2017 07 02 13 50 293  2.3  2.5  0.12 99.00  2.83 999 1012.2   5.2   3.8 999.0 99.0 99.00
2017 07 02 14 50 271  4.0  4.6  0.16 99.00  2.82 999 1012.5   5.1   3.9 999.0 99.0 99.00
2017 07 02 15 50 293  4.0  4.5  0.16 99.00  2.81 999 1013.2   4.8   3.9 999.0 99.0 99.00
2017 07 02 16 50 281  4.8  5.5  0.15 99.00  2.69 999 1013.3   5.1   3.9 999.0 99.0 99.00
2017 07 02 17 50 289  5.9  6.8  0.22 99.00  2.62 999 1013.8   5.3   3.9 999.0 99.0 99.00
2017 07 02 18 50 285  5.3  6.1  0.26  2.94  2.68 272 1014.4   5.3   3.9 999.0 99.0 99.00
2017 07 02 19 50 286  5.1  5.6  0.29  2.74  2.76 277 1014.6   5.6   3.9 999.0 99.0 99.00
2017 07 02 20 50 283  5.9  6.5  0.28  3.23  2.81 275 1014.9   6.3   4.0 999.0 99.0 99.00
2017 07 02 21 50 284  5.6  6.3  0.38  3.13  3.02 284 1015.3   6.7   4.0 999.0 99.0 99.00
2017 07 02 22 50 289  6.1  6.9  0.46  4.17  3.26 281 1015.2   6.8   3.9 999.0 99.0 99.00
2017 07 02 23 50 295  7.0  8.1  0.47  3.70  3.20 285 1015.3   7.2   3.9 999.0 99.0 99.00
2017 07 03 00 50 295  6.5  7.1  0.52  4.17  3.28 287 1015.6   6.8   3.9 999.0 99.0 99.00
2017 07 03 01 50 289  6.9  7.8  0.49  3.85  3.28 280 1015.8   6.4   3.9 999.0 99.0 99.00
2017 07 03 02 50 291  5.2  6.1  0.56  3.85  3.31 282 1016.5   6.3   3.9 999.0 99.0 99.00
2017 07 03 03 50 290  6.1  7.0  0.53  4.00  3.38 290 1016.5   6.4   3.8 999.0 99.0 99.00
2017 07 03 04 50 332  4.3  6.2  0.52  3.85  3.45 287 1017.0   5.7   3.8 999.0 99.0 99.00
2017 07 03 05 50 289  3.3  3.6  0.43  4.17  3.47 282 1016.6   5.6   3.8 999.0 99.0 99.00
2017 07 03 06 50 304  3.6  4.0  0.40  3.85  3.36 279 1016.9   5.6   3.8 999.0 99.0 99.00
2017 07 03 07 50 314  4.4  4.9  0.36  4.00  3.29 282 1017.6   5.5   3.8 999.0 99.0 99.00
2017 07 03 08 50 308  3.3  3.6  0.32  4.00  3.29 283 1018.0   5.0   3.8 999.0 99.0 99.00
2017 07 03 09 50 338  2.3  3.2  0.30  3.85  3.15 278 1018.7   4.9   3.8 999.0 99.0 99.00
2017 07 03 10 50 346  1.9  2.5  0.24 99.00  3.07 999 1019.0   5.0   3.8 999.0 99.0 99.00
2017 07 03 11 50 314  0.4  1.0  0.22 99.00  3.06 999 1019.4   5.5   3.8 999.0 99.0 99.00
2017 07 03 12 50 288  0.3  1.0  0.21 99.00  2.98 999 1019.9   5.7   3.9 999.0 99.0 99.00
2017 07 03 13 50 249  2.2  2.6  0.20 99.00  3.05 999 1020.4   4.9   4.0 999.0 99.0 99.00
2017 07 03 14 50 300  1.5  1.8  0.17 99.00  2.98 999 1020.4   5.3   4.0 999.0 99.0 99.00
2017 07 03 15 50 317  2.0  2.2  0.15 99.00  2.93 999 1020.4   5.6   4.0 999.0 99.0 99.00
2017 07 03 16 50 322  1.5  2.0  0.15 99.00  2.89 999 1020.7   5.8   4.0 999.0 99.0 99.00
2017 07 03 17 50 286  2.5  2.9  0.14 99.00  2.92 999 1020.8   5.6   4.0 999.0 99.0 99.00
2017 07 03 18 50 308  2.6  3.0  0.13 99.00  2.88 999 1020.9   5.4   4.1 999.0 99.0 99.00
2017 07 03 19 50 298  3.2  3.5  0.11 99.00  2.90 999 1020.5   6.1   4.1 999.0 99.0 99.00
2017 07 03 20 50 295  3.8  4.2  0.12 99.00  3.17 999 1020.4   7.2   4.1 999.0 99.0 99.00
2017 07 03 21 50 283  3.9  4.1  0.09 99.00  2.93 999 1020.3   8.2   4.1 999.0 99.0 99.00
2017 07 03 22 50 274  2.9  3.0  0.09 99.00  2.96 999 1020.1   8.1   4.1 999.0 99.0 99.00
2017 07 03 23 50 295  1.9  2.3  0.08 99.00  3.08 999 1019.9   9.4   4.1 999.0 99.0 99.00
2017 07 04 00 50 302  2.1  2.2  0.08 99.00  3.09 999 1019.8  10.0   4.1 999.0 99.0 99.00
2017 07 04 01 50  42  2.7  3.6  0.07 99.00  3.15 999 1020.2   6.8   4.0 999.0 99.0 99.00
2017 07 04 02 50  58  2.4  2.7  0.06 99.00  3.11 999 1020.4   6.1   4.0 999.0 99.0 99.00
2017 07 04 03 50 212  1.8  2.9  0.07 99.00  3.08 999 1020.6   6.7   3.9 999.0 99.0 99.00
2017 07 04 04 50  26  0.3  0.6  0.06 99.00  3.33 999 1020.5   7.5   3.8 999.0 99.0 99.00
2017 07 04 05 50  91  0.6  0.9  0.06 99.00  3.19 999 1020.4   8.8   3.7 999.0 99.0 99.00
2017 07 04 06 50 198  2.7  3.2  0.04 99.00  3.10 999 1020.7   6.7   3.5 999.0 99.0 99.00
2017 07 04 07 50 222  3.5  4.0  0.04 99.00  3.15 999 1020.8   5.5   3.7 999.0 99.0 99.00
2017 07 04 08 50 233  2.1  2.8  0.05 99.00  3.14 999 1021.0   5.7   3.8 999.0 99.0 99.00
2017 07 04 09 50 272  0.6  0.7  0.05 99.00  3.26 999 1021.1   6.8   3.8 999.0 99.0 99.00
2017 07 04 10 50 236  0.9  1.0  0.05 99.00  3.20 999 1021.4   9.0   3.7 999.0 99.0 99.00
2017 07 04 11 50  30  3.9  4.7  0.04 99.00  3.08 999 1021.7   7.7   3.8 999.0 99.0 99.00
2017 07 04 12 50  64  2.6  2.8  0.03 99.00  3.15 999 1022.2   5.6   3.9 999.0 99.0 99.00
2017 07 04 13 50  92  2.4  2.7  0.03 99.00  3.26 999 1022.3   5.6   4.0 999.0 99.0 99.00
2017 07 04 14 50  99  2.4  2.5  0.03 99.00  3.18 999 1022.1   6.2   4.1 999.0 99.0 99.00
2017 07 04 15 50  85  2.5  2.7  0.03 99.00  3.32 999 1021.8   6.6   4.3 999.0 99.0 99.00
2017 07 04 16 50  97  3.2  3.5  0.03 99.00  3.15 999 1021.6   6.7   4.2 999.0 99.0 99.00
2017 07 04 17 50  87  2.7  3.0  0.04 99.00  3.62 999 1021.3   6.3   4.3 999.0 99.0 99.00
2017 07 04 18 50 101  2.9  3.0  0.03 99.00  3.62 999 1020.9   6.4   4.4 999.0 99.0 99.00
2017 07 04 19 50  97  3.0  3.1  0.02 99.00  3.25 999 1020.6   6.5   4.4 999.0 99.0 99.00
2017 07 04 20 50  95  2.5  2.6  0.02 99.00  3.33 999 1020.4   7.2   4.4 999.0 99.0 99.00
2017 07 04 21 50  83  2.8  3.0  0.03 99.00  4.05 999 1020.0   8.1   4.4 999.0 99.0 99.00
2017 07 04 22 50  82  2.8  2.9  0.04 99.00  3.62 999 1019.5   7.6   4.3 999.0 99.0 99.00
2017 07 04 23 50 100  3.8  4.0  0.04 99.00  3.07 999 1018.8   7.8   4.3 999.0 99.0 99.00
2017 07 05 00 50  98  3.2  3.7  0.03 99.00  3.05 999 1018.6   8.0   4.3 999.0 99.0 99.00
2017 07 05 01 50 111  3.7  4.0  0.04 99.00  3.47 999 1018.3   7.2   4.2 999.0 99.0 99.00
2017 07 05 02 50 127  4.1  4.5  0.03 99.00  3.66 999 1018.1   7.2   4.1 999.0 99.0 99.00
2017 07 05 03 50 148  5.6  6.1  0.04 99.00  4.13 999 1017.8   8.3   4.0 999.0 99.0 99.00
2017 07 05 04 50 153  5.3  5.8  0.13 99.00  2.33 999 1017.6   8.8   4.0 999.0 99.0 99.00
2017 07 05 05 50 179  5.9  6.8  0.17 99.00  2.39 999 1017.4   9.0   4.0 999.0 99.0 99.00
2017 07 05 06 50 177  7.1  8.5  0.25 99.00  2.68 999 1016.8   8.8   4.0 999.0 99.0 99.00
2017 07 05 07 50 188  6.2  6.9  0.29  2.60  2.62 181 1017.1   7.9   4.0 999.0 99.0 99.00
2017 07 05 08 50 186  5.4  5.8  0.27  2.74  2.65 184 1017.0   7.2   3.9 999.0 99.0 99.00
2017 07 05 09 50 174  5.0  5.5  0.24 99.00  2.75 999 1017.0   6.8   3.9 999.0 99.0 99.00
2017 07 05 10 50 220  5.6  6.4  0.28  2.86  2.75 182 1017.2   8.1   3.9 999.0 99.0 99.00
2017 07 05 11 50 176  7.5  8.5  0.39  3.13  2.98 190 1016.0   7.9   3.9 999.0 99.0 99.00
2017 07 05 12 50 193  7.0  7.5  0.47  3.23  3.08 205 1016.1   8.0   4.0 999.0 99.0 99.00
2017 07 05 13 50 165  5.7  6.6  0.46  3.45  3.09 199 1014.8   7.4   4.0 999.0 99.0 99.00
2017 07 05 14 50 194  6.2  6.9  0.43  3.33  3.04 200 1015.2   7.7   4.0 999.0 99.0 99.00
2017 07 05 15 50 197  4.1  4.8  0.49  3.45  3.22 204 1015.6   7.5   4.0 999.0 99.0 99.00
2017 07 05 16 50 317  4.5  5.8  0.44  3.45  3.28 199 1016.2   7.6   4.0 999.0 99.0 99.00
2017 07 05 17 50  92  0.7  2.1  0.37  3.45  3.28 198 1015.6   9.4   4.4 999.0 99.0 99.00
2017 07 05 18 50 106  1.4  2.5  0.37  3.70  3.28 187 1015.5   8.1   4.4 999.0 99.0 99.00
2017 07 05 19 50 155  2.9  3.8  0.33  3.45  3.18 188 1015.6   6.7   4.3 999.0 99.0 99.00
2017 07 05 20 50 156  2.3  2.7  0.30  3.45  3.16 184 1014.8   9.1   4.2 999.0 99.0 99.00
2017 07 05 21 50 154  2.5  2.8  0.29  3.33  3.17 181 1014.7   8.1   4.2 999.0 99.0 99.00
2017 07 05 22 50 145  3.7  4.0  0.28  3.45  3.15 171 1013.9   7.2   4.2 999.0 99.0 99.00
2017 07 05 23 50 138  3.2  3.8  0.28  3.33  3.15 164 1013.2   6.9   4.1 999.0 99.0 99.00
2017 07 06 00 50 150  3.6  4.0  0.28  3.23  3.18 173 1012.7   8.2   4.1 999.0 99.0 99.00
2017 07 06 01 50  38  2.2  2.8  0.26  3.33  3.13 157 1013.2   6.1   4.1 999.0 99.0 99.00
2017 07 06 02 50  84  3.7  4.2  0.22 99.00  3.09 999 1013.2   6.1   4.1 999.0 99.0 99.00
2017 07 06 03 50 113  3.6  4.1  0.20 99.00  3.00 999 1012.7   6.3   4.0 999.0 99.0 99.00
2017 07 06 04 50 136  3.8  4.3  0.17 99.00  2.98 999 1012.1   6.4   4.0 999.0 99.0 99.00
2017 07 06 05 50 166  4.0  4.5  0.17 99.00  3.03 999 1011.6   7.0   4.0 999.0 99.0 99.00
2017 07 06 06 50 159  2.6  2.8  0.16 99.00  3.04 999 1011.2   7.9   4.0 999.0 99.0 99.00
2017 07 06 07 50 245  3.6  4.6  0.17 99.00  3.06 999 1011.7   7.6   4.0 999.0 99.0 99.00
2017 07 06 08 50 199  2.4  2.7  0.17 99.00  3.02 999 1011.1   8.2   4.0 999.0 99.0 99.00
2017 07 06 09 50 222  3.0  3.4  0.16 99.00  3.07 999 1011.5   8.5   4.0 999.0 99.0 99.00
2017 07 06 10 50 285  2.6  3.2  0.13 99.00  3.02 999 1011.7   8.0   4.0 999.0 99.0 99.00
