#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 05 05 14 50 327  4.2  4.9  0.44  3.85  3.27 268 1016.2   2.8   1.3 999.0 99.0 99.00
2018 05 05 15 50 320  4.2  4.8  0.40  4.00  3.40 275 1016.9   3.1   1.4 999.0 99.0 99.00
2018 05 05 16 50 283  2.6  3.1  0.39  3.85  3.32 284 1017.5   2.8   1.4 999.0 99.0 99.00
2018 05 05 17 50 280  3.0  3.3  0.35  3.85  3.35 287 1017.5   2.6   1.5 999.0 99.0 99.00
2018 05 05 18 50 302  3.3  3.8  0.32  3.85  3.30 285 1017.5   2.6   1.5 999.0 99.0 99.00
2018 05 05 19 50 320  2.6  2.9  0.26  3.70  3.24 289 1017.5   3.0   1.5 999.0 99.0 99.00
2018 05 05 20 50 286  2.0  2.6  0.24 99.00  3.21 999 1017.7   2.8   1.6 999.0 99.0 99.00
2018 05 05 21 50 281  1.3  1.8  0.24 99.00  3.26 999 1017.5   2.8   1.6 999.0 99.0 99.00
2018 05 05 22 50  39  2.4  3.3  0.22 99.00  3.24 999 1016.7   3.5   1.6 999.0 99.0 99.00
2018 05 05 23 50  40  2.9  3.2  0.17 99.00  3.24 999 1016.5   3.7   1.5 999.0 99.0 99.00
2018 05 06 00 50 273  2.0  2.7  0.19 99.00  3.26 999 1018.1   4.0   1.5 999.0 99.0 99.00
2018 05 06 01 50 177  0.8  1.4  0.16 99.00  3.23 999 1017.9   5.2   1.5 999.0 99.0 99.00
2018 05 06 02 50  14  1.8  2.2  0.15 99.00  3.19 999 1018.3   3.9   1.4 999.0 99.0 99.00
2018 05 06 03 50 304  1.7  3.0  0.15 99.00  3.18 999 1018.7   2.3   1.4 999.0 99.0 99.00
2018 05 06 04 50 319  2.3  2.6  0.14 99.00  3.19 999 1018.6   2.6   1.3 999.0 99.0 99.00
2018 05 06 05 50 330  4.2  4.6  0.14 99.00  3.36 999 1018.4   3.0   1.3 999.0 99.0 99.00
2018 05 06 06 50 332  2.9  3.3  0.13 99.00  3.24 999 1018.4   3.0   1.3 999.0 99.0 99.00
2018 05 06 07 50 349  3.3  3.7  0.11 99.00  3.32 999 1018.4   3.1   1.3 999.0 99.0 99.00
2018 05 06 08 50   4  3.4  4.0  0.10 99.00  3.15 999 1019.0   2.9   1.3 999.0 99.0 99.00
2018 05 06 09 50  13  4.1  4.8  0.13 99.00  2.58 999 1019.3   2.8   1.3 999.0 99.0 99.00
2018 05 06 10 50  34  3.5  3.8  0.16 99.00  2.54 999 1019.6   2.8   1.3 999.0 99.0 99.00
2018 05 06 11 50  33  2.8  3.3  0.17 99.00  2.59 999 1020.4   2.5   1.3 999.0 99.0 99.00
2018 05 06 12 50  25  2.2  2.7  0.13 99.00  2.51 999 1020.9   2.6   1.4 999.0 99.0 99.00
2018 05 06 13 50  31  2.0  2.2  0.10 99.00  2.53 999 1021.2   2.6   1.4 999.0 99.0 99.00
2018 05 06 14 50   1  1.4  1.7  0.10 99.00  2.50 999 1021.5   2.4   1.5 999.0 99.0 99.00
2018 05 06 15 50 341  1.6  2.0  0.29  3.85  3.46 106 1021.8   2.5   1.5 999.0 99.0 99.00
2018 05 06 16 50 340  2.1  2.5  0.41  4.00  3.42  94 1022.2   2.4   1.6 999.0 99.0 99.00
2018 05 06 17 50 349  2.5  3.0  0.41  4.00  3.45  98 1022.0   2.4   1.7 999.0 99.0 99.00
2018 05 06 18 50 343  2.9  3.2  0.38  4.35  3.58  93 1022.1   2.4   1.7 999.0 99.0 99.00
2018 05 06 19 50 322  2.9  3.1  0.35  4.35  3.54  94 1022.2   2.6   1.7 999.0 99.0 99.00
2018 05 06 20 50 308  2.0  2.2  0.29  3.33  3.36  85 1021.9   2.9   1.7 999.0 99.0 99.00
2018 05 06 21 50 306  2.8  3.2  0.24 99.00  3.28 999 1021.7   3.1   1.7 999.0 99.0 99.00
2018 05 06 22 50 304  2.3  2.6  0.18 99.00  3.16 999 1021.9   3.1   1.8 999.0 99.0 99.00
2018 05 06 23 50 297  1.6  1.8  0.16 99.00  3.03 999 1021.8   2.8   1.7 999.0 99.0 99.00
2018 05 07 00 50  95  2.6  3.0  0.13 99.00  2.96 999 1021.4   2.5   1.7 999.0 99.0 99.00
2018 05 07 01 50 275  1.2  1.4  0.11 99.00  2.92 999 1021.6   2.2   1.6 999.0 99.0 99.00
2018 05 07 02 50 295  1.8  2.1  0.10 99.00  2.86 999 1021.8   2.3   1.5 999.0 99.0 99.00
2018 05 07 03 50 304  2.2  2.5  0.09 99.00  2.79 999 1021.9   2.8   1.4 999.0 99.0 99.00
2018 05 07 04 50 292  0.9  1.3  0.08 99.00  2.72 999 1021.9   2.6   1.3 999.0 99.0 99.00
2018 05 07 05 50 111  0.3  0.7  0.10 99.00  2.97 999 1021.7   2.7   1.3 999.0 99.0 99.00
2018 05 07 06 50 105  2.6  3.0  0.08 99.00  3.08 999 1021.6   1.9   1.1 999.0 99.0 99.00
2018 05 07 07 50 112  3.6  4.3  0.07 99.00  3.45 999 1021.5   2.0   1.2 999.0 99.0 99.00
2018 05 07 08 50 147  2.7  3.2  0.06 99.00  3.41 999 1021.6   1.9   1.2 999.0 99.0 99.00
2018 05 07 09 50 227  3.8  4.4  0.06 99.00  3.30 999 1022.0   2.3   1.2 999.0 99.0 99.00
2018 05 07 10 50 203  3.7  4.2  0.06 99.00  3.68 999 1021.9   2.5   1.2 999.0 99.0 99.00
2018 05 07 11 50 182  4.8  5.3 99.00 99.00 99.00 999 1021.7   3.6   1.3 999.0 99.0 99.00
2018 05 07 12 50 181  5.7  6.5  0.12 99.00  2.51 999 1021.5   3.8   1.3 999.0 99.0 99.00
2018 05 07 13 50 188  6.5  7.2  0.22 99.00  2.45 999 1021.0   4.2   1.4 999.0 99.0 99.00
2018 05 07 14 50 186  6.7  7.4  0.33  2.86  2.73 201 1020.2   4.5   1.4 999.0 99.0 99.00
2018 05 07 15 50 176  6.4  7.3  0.44  3.03  2.94 199 1019.7   4.4   1.5 999.0 99.0 99.00
2018 05 07 16 50 155  5.3  5.9  0.45  3.33  3.08 197 1019.4   4.2   1.5 999.0 99.0 99.00
2018 05 07 17 50 129  4.3  4.9  0.40  3.33  3.09 184 1019.0   4.0   1.6 999.0 99.0 99.00
2018 05 07 18 50 100  4.9  5.6  0.42  3.57  3.16 196 1018.1   3.4   1.6 999.0 99.0 99.00
2018 05 07 19 50  91  4.7  5.6  0.36  3.45  3.13 195 1017.8   3.1   1.6 999.0 99.0 99.00
2018 05 07 20 50  98  5.2  6.4  0.34  3.57  2.96 196 1017.0   3.6   1.6 999.0 99.0 99.00
2018 05 07 21 50 105  5.1  6.0  0.37  2.94  2.96 141 1016.5   4.3   1.7 999.0 99.0 99.00
2018 05 07 22 50 120  4.6  5.1  0.35  3.57  2.98  52 1016.0   5.0   1.6 999.0 99.0 99.00
2018 05 07 23 50 138  4.7  5.3  0.35  3.13  2.96  75 1015.5   5.1   1.6 999.0 99.0 99.00
2018 05 08 00 50 159  5.2  6.2  0.32  3.03  2.91 117 1015.4   6.1   1.6 999.0 99.0 99.00
2018 05 08 01 50 164  6.4  7.2  0.34  3.23  2.86 135 1015.2   6.0   1.6 999.0 99.0 99.00
2018 05 08 02 50 168  6.6  7.3  0.45  2.94  2.91 172 1015.1   5.6   1.6 999.0 99.0 99.00
2018 05 08 03 50 190  6.2  6.8  0.45  3.57  3.10 205 1014.9   5.3   1.5 999.0 99.0 99.00
2018 05 08 04 50 202  6.2  6.9  0.47  3.45  3.15 181 1014.5   5.1   1.5 999.0 99.0 99.00
2018 05 08 05 50 199  6.3  7.1  0.54  3.33  3.31 188 1014.3   4.8   1.5 999.0 99.0 99.00
2018 05 08 06 50 207  5.8  6.6  0.52  4.00  3.24 202 1014.0   4.7   1.5 999.0 99.0 99.00
2018 05 08 07 50 197  5.8  6.4  0.54  3.85  3.38 197 1013.8   4.4   1.5 999.0 99.0 99.00
2018 05 08 08 50 201  3.9  4.6  0.52  3.85  3.38 185 1014.4   3.9   1.4 999.0 99.0 99.00
2018 05 08 09 50  21  3.6  6.5  0.45  4.00  3.45 181 1015.8   3.7   1.4 999.0 99.0 99.00
2018 05 08 10 50  81  6.0  7.0  0.40  3.70  3.40 162 1015.7   2.9   1.4 999.0 99.0 99.00
2018 05 08 11 50  42  3.9  4.5  0.36  3.57  3.12 167 1017.0   3.0   1.4 999.0 99.0 99.00
2018 05 08 12 50  49  4.4  5.1  0.38  3.45  3.15 158 1017.5   2.9   1.4 999.0 99.0 99.00
2018 05 08 13 50  32  4.5  5.0  0.35  3.57  3.10 132 1018.0   3.1   1.4 999.0 99.0 99.00
2018 05 08 14 50  33  3.5  4.0  0.36  3.57  3.04 107 1018.9   3.2   1.5 999.0 99.0 99.00
2018 05 08 15 50  50  3.8  4.5  0.33  3.45  3.14 128 1019.5   4.1   1.5 999.0 99.0 99.00
2018 05 08 16 50 359  2.8  3.2  0.30  3.23  3.06  88 1020.1   3.1   1.6 999.0 99.0 99.00
2018 05 08 17 50   1  5.0  5.6  0.31  3.33  3.34 115 1019.8   3.2   1.6 999.0 99.0 99.00
2018 05 08 18 50   4  4.2  4.8  0.44  4.17  3.53 348 1019.8   3.9   1.6 999.0 99.0 99.00
2018 05 08 19 50 357  5.2  5.8  0.45  4.55  3.52 350 1019.7   4.2   1.6 999.0 99.0 99.00
2018 05 08 20 50 354  4.4  4.8  0.46  4.35  3.44 349 1019.1   4.0   1.6 999.0 99.0 99.00
2018 05 08 21 50  20  4.0  4.8  0.42  4.35  3.54 350 1018.5   4.6   1.5 999.0 99.0 99.00
2018 05 08 22 50 332  4.1  5.2  0.40  4.35  3.39 344 1018.9   4.3   1.5 999.0 99.0 99.00
2018 05 08 23 50 343  5.0  5.5  0.38  3.85  3.32   4 1018.5   4.1   1.5 999.0 99.0 99.00
2018 05 09 00 50 342  5.1  5.8  0.36  3.57  3.30  17 1019.0   4.1   1.5 999.0 99.0 99.00
2018 05 09 01 50   1  6.8  7.8  0.39  3.45  2.94 347 1018.8   4.9   1.5 999.0 99.0 99.00
2018 05 09 02 50   5  4.2  4.6  0.41  3.13  3.11 356 1019.6   4.0   1.5 999.0 99.0 99.00
2018 05 09 03 50   8  3.5  4.7  0.33  3.85  3.10 341 1019.0   4.1   1.5 999.0 99.0 99.00
2018 05 09 04 50  20  5.0  5.8  0.32  3.13  2.98 354 1017.5   4.7   1.5 999.0 99.0 99.00
2018 05 09 05 50  53  4.8  5.2  0.33  3.33  2.99 339 1016.5   5.5   1.5 999.0 99.0 99.00
2018 05 09 06 50  78  8.2  9.5  0.26  3.23  2.90 336 1015.0   5.9   1.5 999.0 99.0 99.00
2018 05 09 07 50  84  8.5 10.0  0.35  2.74  2.73  74 1013.8   5.1   1.5 999.0 99.0 99.00
2018 05 09 08 50  82  7.3  8.3  0.60  3.45  3.14  72 1013.3   4.3   1.5 999.0 99.0 99.00
2018 05 09 09 50  97  4.8  6.3  0.71  4.35  3.63  73 1013.4   3.5   1.5 999.0 99.0 99.00
2018 05 09 10 50  90  4.5  5.4  0.59  4.35  3.58  69 1012.9   3.7   1.5 999.0 99.0 99.00
2018 05 09 11 50  72  2.6  3.3  0.49  4.00  3.38  62 1012.3   2.8   1.5 999.0 99.0 99.00
2018 05 09 12 50  92  5.0  6.1  0.42  3.85  3.33  66 1011.4   3.9   1.4 999.0 99.0 99.00
2018 05 09 13 50  88  6.5  7.5  0.45  3.85  3.10  62 1010.2   3.9   1.4 999.0 99.0 99.00
2018 05 09 14 50 106  4.6  5.4  0.46  3.57  3.13  64 1010.1   3.6   1.4 999.0 99.0 99.00
2018 05 09 15 50 112  4.4  5.0  0.38  3.57  3.15  59 1010.1   3.5   1.5 999.0 99.0 99.00
2018 05 09 16 50 103  3.4  4.4  0.32  3.45  3.13  75 1009.6   3.5   1.5 999.0 99.0 99.00
2018 05 09 17 50 120  4.6  9.7  0.28  3.23  3.05  62 1008.7   3.2   1.5 999.0 99.0 99.00
2018 05 09 18 50  65  4.4  5.3  0.27  3.23  2.93  64 1006.1   3.0   1.5 999.0 99.0 99.00
2018 05 09 19 50  97  5.1  6.1  0.21 99.00  2.81 999 1006.0   3.3   1.5 999.0 99.0 99.00
2018 05 09 20 50 114  2.6  5.0  0.22 99.00  2.80 999 1004.7   4.5   1.5 999.0 99.0 99.00
2018 05 09 21 50 129  3.4  4.5  0.19 99.00  2.70 999 1004.4   5.1   1.5 999.0 99.0 99.00
2018 05 09 22 50  67  2.9  3.3  0.22 99.00  2.85 999 1003.4   3.1   1.5 999.0 99.0 99.00
2018 05 09 23 50  62  2.3  2.8  0.23 99.00  3.23 999 1002.5   3.1   1.5 999.0 99.0 99.00
2018 05 10 00 50  63  2.9  3.3  0.23 99.00  3.27 999 1001.9   3.1   1.5 999.0 99.0 99.00
2018 05 10 01 50  97  2.4  3.4  0.19 99.00  3.09 999 1001.9   4.1   1.5 999.0 99.0 99.00
2018 05 10 02 50  74  1.5  1.7  0.19 99.00  3.04 999 1001.6   3.4   1.5 999.0 99.0 99.00
2018 05 10 03 50  75  0.4  0.9  0.19 99.00  3.04 999 1001.1   3.5   1.5 999.0 99.0 99.00
2018 05 10 04 50 309  3.1  3.4  0.18 99.00  2.87 999 1000.8   2.5   1.5 999.0 99.0 99.00
2018 05 10 05 50 311  5.5  6.5  0.14 99.00  2.86 999 1000.9   2.7   1.5 999.0 99.0 99.00
2018 05 10 06 50 306  6.0  7.1  0.15 99.00  2.56 999 1001.4   2.5   1.4 999.0 99.0 99.00
2018 05 10 07 50 313  8.1  9.7  0.35  2.74  2.66 296 1001.8   2.8   1.4 999.0 99.0 99.00
2018 05 10 08 50 328  8.8 10.4  0.54  3.33  3.07 298 1002.8   2.9   1.4 999.0 99.0 99.00
2018 05 10 09 50 344 10.5 12.0  0.80  4.55  3.51 262 1004.1   4.8   1.4 999.0 99.0 99.00
2018 05 10 10 50 334  9.6 11.7  0.90  4.76  3.69 274 1006.2   3.3   1.4 999.0 99.0 99.00
2018 05 10 11 50 335  9.1 11.2  1.16  4.35  3.94 311 1008.0   2.5   1.4 999.0 99.0 99.00
2018 05 10 12 50 335 11.1 13.2  1.56  5.26  4.38 307 1009.4   1.7   1.4 999.0 99.0 99.00
2018 05 10 13 50 346 10.8 13.8  1.88  5.26  4.80 324 1010.9   1.0   1.4 999.0 99.0 99.00
2018 05 10 14 50 339 11.7 13.6  2.01  5.88  5.03 339 1011.7   0.8   1.4 999.0 99.0 99.00
2018 05 10 15 50 336 11.1 13.2  2.28  6.25  5.32 332 1012.8   0.8   1.4 999.0 99.0 99.00
2018 05 10 16 50 329 10.0 12.0  2.11  6.67  5.33 332 1014.5   1.0   1.4 999.0 99.0 99.00
2018 05 10 17 50 325  9.6 12.4  2.02  6.25  5.15 335 1015.7   1.1   1.4 999.0 99.0 99.00
2018 05 10 18 50 319  8.8 11.1  1.86  6.25  5.13 325 1016.6   1.4   1.4 999.0 99.0 99.00
2018 05 10 19 50 304  7.7  9.6  1.49  6.25  4.77 327 1017.7   1.6   1.4 999.0 99.0 99.00
2018 05 10 20 50 312  7.6  9.0  1.40  6.25  4.63 327 1018.1   1.9   1.4 999.0 99.0 99.00
2018 05 10 21 50 305  6.4  7.5  1.09  5.56  4.30 326 1018.6   2.1   1.5 999.0 99.0 99.00
2018 05 10 22 50 302  6.8  8.0  0.93  5.56  4.05 342 1019.1   2.1   1.5 999.0 99.0 99.00
2018 05 10 23 50 302  6.0  7.0  0.96  5.26  4.16 336 1019.4   2.4   1.5 999.0 99.0 99.00
2018 05 11 00 50 308  6.2  7.4  0.85  5.56  4.07 345 1019.8   2.3   1.5 999.0 99.0 99.00
2018 05 11 01 50 297  5.6  6.6  0.78  5.56  4.01 342 1020.6   2.2   1.5 999.0 99.0 99.00
2018 05 11 02 50 315  5.1  5.8  0.69  5.00  3.89 335 1021.2   2.3   1.4 999.0 99.0 99.00
2018 05 11 03 50 304  3.7  4.6  0.61  4.76  3.77 333 1021.6   2.1   1.4 999.0 99.0 99.00
2018 05 11 04 50 330  3.8  4.4  0.52  4.76  3.63 334 1021.4   2.1   1.4 999.0 99.0 99.00
2018 05 11 05 50 339  3.2  3.6  0.47  4.00  3.64 318 1021.5   1.9   1.4 999.0 99.0 99.00
2018 05 11 06 50 329  3.5  3.9  0.46  4.55  3.73 328 1022.1   1.8   1.3 999.0 99.0 99.00
2018 05 11 07 50 331  2.4  2.7  0.39  4.17  3.51 323 1022.6   1.8   1.3 999.0 99.0 99.00
2018 05 11 08 50 335  1.7  2.0  0.39  4.17  3.53 317 1023.0   1.6   1.3 999.0 99.0 99.00
2018 05 11 09 50 345  1.2  1.4  0.35  4.00  3.48 312 1022.8   1.5   1.3 999.0 99.0 99.00
2018 05 11 10 50  19  1.0  1.3  0.29  3.85  3.31 316 1022.4   1.7   1.2 999.0 99.0 99.00
2018 05 11 11 50   2  0.3  0.7  0.26  3.70  3.36 304 1023.0   2.1   1.0 999.0 99.0 99.00
2018 05 11 12 50  51  0.4  0.5  0.23 99.00  3.28 999 1023.3   2.4   0.9 999.0 99.0 99.00
2018 05 11 13 50 174  0.0  0.2  0.22 99.00  3.34 999 1024.0   2.5   1.3 999.0 99.0 99.00
2018 05 11 14 50  70  0.7  0.9  0.20 99.00  3.37 999 1024.1   2.5   1.5 999.0 99.0 99.00
2018 05 11 15 50 149  0.9  1.1  0.18 99.00  3.24 999 1024.3   2.5   1.7 999.0 99.0 99.00
2018 05 11 16 50 115  1.3  1.6  0.17 99.00  3.28 999 1024.1   2.4   1.8 999.0 99.0 99.00
2018 05 11 17 50  88  1.6  1.9  0.14 99.00  3.39 999 1023.1   2.1   1.9 999.0 99.0 99.00
2018 05 11 18 50  79  1.8  2.0  0.11 99.00  3.46 999 1022.9   2.0   1.9 999.0 99.0 99.00
2018 05 11 19 50  76  2.0  2.3  0.10 99.00  3.47 999 1022.4   1.9   1.9 999.0 99.0 99.00
2018 05 11 20 50  65  1.7  2.0  0.09 99.00  3.49 999 1022.2   2.0   1.9 999.0 99.0 99.00
2018 05 11 21 50  84  2.0  2.3  0.08 99.00  3.48 999 1021.9   2.1   1.9 999.0 99.0 99.00
2018 05 11 22 50  83  1.9  2.2  0.08 99.00  3.65 999 1021.6   2.1   1.9 999.0 99.0 99.00
2018 05 11 23 50  86  1.7  2.0  0.08 99.00  3.49 999 1021.0   2.2   1.9 999.0 99.0 99.00
2018 05 12 00 50 118  2.4  2.8  0.07 99.00  3.55 999 1020.7   2.0   1.8 999.0 99.0 99.00
2018 05 12 01 50 137  3.4  3.7  0.07 99.00  3.68 999 1020.4   2.2   1.7 999.0 99.0 99.00
2018 05 12 02 50  87  0.8  1.0  0.06 99.00  3.39 999 1021.1   2.3   1.6 999.0 99.0 99.00
2018 05 12 03 50  59  0.4  1.0  0.05 99.00  3.58 999 1021.7   2.3   1.5 999.0 99.0 99.00
2018 05 12 04 50 111  0.6  0.9  0.06 99.00  3.50 999 1021.7   2.4   1.3 999.0 99.0 99.00
2018 05 12 05 50 126  1.7  1.9  0.08 99.00  3.45 999 1021.3   2.0   0.7 999.0 99.0 99.00
2018 05 12 06 50 111  1.2  1.4  0.10 99.00  3.37 999 1020.8   2.5   0.9 999.0 99.0 99.00
2018 05 12 07 50  41  1.8  2.5  0.05 99.00  4.04 999 1021.1   2.4   0.9 999.0 99.0 99.00
2018 05 12 08 50  62  1.6  1.8  0.04 99.00  3.87 999 1021.1   1.4   1.0 999.0 99.0 99.00
2018 05 12 09 50  74  1.8  1.9  0.04 99.00  3.65 999 1021.1   1.2   1.0 999.0 99.0 99.00
2018 05 12 10 50  82  1.9  2.3  0.04 99.00  3.55 999 1021.4   1.9   1.1 999.0 99.0 99.00
2018 05 12 11 50  92  1.8  2.1  0.09 99.00  3.26 999 1022.0   2.3   1.2 999.0 99.0 99.00
2018 05 12 12 50 119  1.5  1.7  0.04 99.00  3.43 999 1023.0   2.2   1.3 999.0 99.0 99.00
2018 05 12 13 50 111  0.6  0.7  0.04 99.00  3.13 999 1023.5   2.6   1.5 999.0 99.0 99.00
2018 05 12 14 50 150  1.8  2.0  0.05 99.00  3.06 999 1023.5   2.5   1.6 999.0 99.0 99.00
2018 05 12 15 50 122  1.0  1.1  0.04 99.00  3.02 999 1023.5   2.6   1.8 999.0 99.0 99.00
2018 05 12 16 50  42  1.0  1.1  0.04 99.00  2.98 999 1023.8   2.5   1.9 999.0 99.0 99.00
2018 05 12 17 50 134  0.5  0.6  0.04 99.00  3.11 999 1023.2   2.9   2.0 999.0 99.0 99.00
2018 05 12 18 50  45  1.2  1.4  0.04 99.00  3.15 999 1023.1   2.4   2.0 999.0 99.0 99.00
2018 05 12 19 50  95  1.0  1.3  0.05 99.00  3.83 999 1022.8   2.5   2.1 999.0 99.0 99.00
2018 05 12 20 50  92  0.5  0.8  0.03 99.00  3.66 999 1022.5   2.6   2.1 999.0 99.0 99.00
2018 05 12 21 50  91  0.2  0.4  0.03 99.00  3.61 999 1022.2   3.0   2.1 999.0 99.0 99.00
2018 05 12 22 50  76  1.4  1.7  0.04 99.00  3.41 999 1021.5   3.2   2.1 999.0 99.0 99.00
2018 05 13 00 50 188  1.9  2.0  0.03 99.00  3.46 999 1020.8   3.5   1.9 999.0 99.0 99.00
2018 05 13 01 50 138  2.0  2.1 99.00 99.00 99.00 999 1020.2   4.0   1.7 999.0 99.0 99.00
2018 05 13 02 50 115  2.8  3.3  0.03 99.00  4.18 999 1020.3   2.8   1.7 999.0 99.0 99.00
2018 05 13 03 50 151  3.4  4.4  0.03 99.00  4.75 999 1020.1   2.4   1.7 999.0 99.0 99.00
2018 05 13 04 50 174  2.3  2.5  0.08 99.00  4.00 999 1019.8   2.3   1.6 999.0 99.0 99.00
2018 05 13 05 50 194  2.1  2.3 99.00 99.00 99.00 999 1019.1   2.3   1.6 999.0 99.0 99.00
