0,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
100,0.025246,0.025275,0.025322,0.025384,0.025461,0.02555,0.025652,0.025765,0.025889,0.026024,0.026169,0.026324,0.026489,0.026663,0.026846,0.027039,0.02724,0.027449,0.027667,0.027893,0.028127,0.028369,0.028619,0.028877,0.029142,0.029414,0.029694,0.029981,0.030336,0.030703,0.031076,0.031455,0.031841,0.032232,0.03263,0.033034,0.033444,0.03386,0.034281,0.034709,0.035167,0.035681,0.036199,0.036722,0.037249,0.03778,0.038316,0.038856,0.039401,0.039949,0.040574,0.041209,0.041846,0.042486,0.043129,0.043774,0.044423,0.045083,0.045816,0.046551,0.047286,0.048022,0.04876,0.049498,0.050264,0.051083,0.051902,0.05272,0.053538,0.054355,0.055188,0.056082,0.056973,0.057862,0.058748,0.059633,0.06056,0.061516,0.062467,0.063415,0.06436,0.065325,0.066335,0.067341,0.068342,0.069339,0.070355,0.071413,0.072466,0.073514,0.074557,0.075635,0.076737,0.077833,0.078925,0.080013,0.081159,0.082299,0.083431,0.084552,0.085691
99.9,0.025388,0.025418,0.025465,0.025528,0.025605,0.025694,0.025797,0.02591,0.026035,0.02617,0.026316,0.026471,0.026637,0.026811,0.026995,0.027188,0.02739,0.0276,0.027819,0.028046,0.028281,0.028524,0.028774,0.029033,0.029299,0.029572,0.029853,0.030173,0.030534,0.030901,0.031275,0.031655,0.032042,0.032435,0.032834,0.033239,0.03365,0.034068,0.034491,0.03492,0.035416,0.035932,0.036451,0.036975,0.037504,0.038037,0.038574,0.039116,0.039662,0.040244,0.040878,0.041514,0.042154,0.042796,0.04344,0.044088,0.044738,0.04544,0.046176,0.046912,0.04765,0.048388,0.049128,0.049869,0.050678,0.0515,0.052321,0.053142,0.053962,0.054782,0.05566,0.056556,0.05745,0.058342,0.059232,0.06013,0.061093,0.062051,0.063006,0.063958,0.064906,0.065918,0.066932,0.067941,0.068946,0.069947,0.071012,0.072074,0.073131,0.074184,0.075247,0.076359,0.077465,0.078566,0.079663,0.080801,0.081952,0.083097,0.084234,0.08538,0.086549
99.8,0.02553,0.025561,0.025608,0.025671,0.025748,0.025839,0.025941,0.026055,0.02618,0.026316,0.026462,0.026619,0.026784,0.02696,0.027144,0.027338,0.02754,0.027751,0.027971,0.028198,0.028434,0.028678,0.028929,0.029189,0.029456,0.02973,0.030015,0.03037,0.030731,0.0311,0.031474,0.031856,0.032244,0.032638,0.033038,0.033444,0.033857,0.034275,0.0347,0.035154,0.035666,0.036182,0.036703,0.037229,0.037759,0.038293,0.038833,0.039376,0.039924,0.040546,0.041182,0.04182,0.042461,0.043105,0.043751,0.044401,0.045061,0.045797,0.046535,0.047273,0.048013,0.048754,0.049496,0.050266,0.051092,0.051916,0.05274,0.053563,0.054386,0.055229,0.056131,0.05703,0.057927,0.058822,0.059715,0.060659,0.061625,0.062587,0.063545,0.0645,0.065488,0.066511,0.067529,0.068542,0.069551,0.070596,0.071668,0.072735,0.073796,0.074853,0.075966,0.077082,0.078193,0.079299,0.080425,0.081588,0.082745,0.083895,0.085039,0.086232,0.087406
99.7,0.025672,0.025703,0.025751,0.025815,0.025892,0.025983,0.026086,0.0262,0.026326,0.026462,0.026609,0.026766,0.026932,0.027108,0.027293,0.027487,0.027691,0.027902,0.028122,0.028351,0.028587,0.028832,0.029085,0.029345,0.029613,0.029888,0.030211,0.030566,0.030929,0.031298,0.031674,0.032056,0.032445,0.03284,0.033242,0.033649,0.034063,0.034483,0.034909,0.035402,0.035915,0.036433,0.036955,0.037482,0.038014,0.03855,0.039091,0.039636,0.040214,0.040848,0.041485,0.042125,0.042768,0.043414,0.044063,0.044714,0.045416,0.046154,0.046894,0.047635,0.048377,0.04912,0.049865,0.050678,0.051506,0.052332,0.053159,0.053985,0.054811,0.055698,0.056603,0.057505,0.058404,0.059302,0.060216,0.061189,0.062157,0.063122,0.064084,0.065046,0.066077,0.067104,0.068125,0.069142,0.070167,0.071249,0.072325,0.073396,0.074462,0.075558,0.076685,0.077806,0.078921,0.080034,0.081208,0.082376,0.083538,0.084693,0.085887,0.087084,0.088263
99.6,0.025815,0.025846,0.025894,0.025958,0.026036,0.026127,0.026231,0.026346,0.026472,0.026608,0.026756,0.026913,0.02708,0.027256,0.027442,0.027637,0.027841,0.028053,0.028274,0.028503,0.028741,0.028986,0.02924,0.029501,0.02977,0.030057,0.030406,0.030763,0.031126,0.031496,0.031873,0.032257,0.032647,0.033043,0.033446,0.033855,0.03427,0.034691,0.03514,0.03565,0.036164,0.036683,0.037207,0.037736,0.038269,0.038807,0.039349,0.039896,0.040514,0.04115,0.041789,0.042431,0.043075,0.043723,0.044374,0.045031,0.045771,0.046511,0.047253,0.047996,0.04874,0.049486,0.050259,0.05109,0.051919,0.052749,0.053578,0.054406,0.055258,0.056167,0.057074,0.057979,0.058882,0.059782,0.060742,0.061718,0.06269,0.063658,0.064623,0.065632,0.066667,0.067697,0.068722,0.069743,0.070816,0.071902,0.072982,0.074057,0.075135,0.076273,0.077404,0.078529,0.079649,0.080813,0.081991,0.083164,0.08433,0.085518,0.086734,0.087937,0.089121
99.5,0.025957,0.025988,0.026037,0.026101,0.02618,0.026271,0.026375,0.026491,0.026617,0.026755,0.026902,0.02706,0.027228,0.027405,0.027591,0.027787,0.027991,0.028204,0.028426,0.028656,0.028894,0.02914,0.029395,0.029657,0.029927,0.030252,0.030602,0.030959,0.031324,0.031695,0.032073,0.032457,0.032848,0.033246,0.033649,0.03406,0.034476,0.034899,0.035387,0.035897,0.036413,0.036934,0.037459,0.037989,0.038524,0.039063,0.039607,0.04018,0.040814,0.041452,0.042093,0.042736,0.043383,0.044032,0.044685,0.045385,0.046126,0.046869,0.047612,0.048357,0.049104,0.049852,0.050668,0.051501,0.052333,0.053165,0.053996,0.054828,0.055725,0.056636,0.057546,0.058453,0.059359,0.060286,0.061269,0.062247,0.063222,0.064193,0.065175,0.066218,0.067257,0.06829,0.069319,0.070369,0.071465,0.072554,0.073638,0.074717,0.075846,0.076987,0.078123,0.079252,0.080401,0.081591,0.082774,0.083952,0.08513,0.086362,0.087582,0.088789,0.089978
99.4,0.026099,0.026131,0.02618,0.026245,0.026324,0.026416,0.02652,0.026636,0.026763,0.026901,0.027049,0.027207,0.027375,0.027553,0.02774,0.027936,0.028141,0.028355,0.028578,0.028808,0.029047,0.029295,0.02955,0.029813,0.030104,0.030447,0.030798,0.031156,0.031521,0.031893,0.032272,0.032657,0.03305,0.033448,0.033853,0.034265,0.034683,0.035126,0.035633,0.036145,0.036662,0.037184,0.037711,0.038242,0.038779,0.03932,0.039866,0.040479,0.041115,0.041754,0.042396,0.043041,0.04369,0.044342,0.044996,0.045738,0.046481,0.047226,0.047971,0.048719,0.049467,0.050242,0.051078,0.051913,0.052747,0.053581,0.054415,0.055274,0.056191,0.057105,0.058017,0.058927,0.059836,0.06081,0.061795,0.062776,0.063754,0.064729,0.065758,0.066805,0.067846,0.068883,0.069915,0.071014,0.072114,0.073207,0.074295,0.075404,0.076556,0.077702,0.078841,0.079976,0.081175,0.082369,0.083557,0.08474,0.085969,0.087205,0.08843,0.089642,0.090879
99.3,0.026241,0.026274,0.026323,0.026388,0.026468,0.02656,0.026665,0.026781,0.026909,0.027047,0.027196,0.027354,0.027523,0.027701,0.027889,0.028086,0.028292,0.028506,0.028729,0.028961,0.029201,0.029449,0.029705,0.029969,0.030298,0.030642,0.030994,0.031352,0.031718,0.032091,0.032471,0.032858,0.033251,0.033651,0.034057,0.03447,0.034889,0.035372,0.03588,0.036393,0.036912,0.037435,0.037963,0.038496,0.039034,0.039576,0.040143,0.040777,0.041415,0.042056,0.0427,0.043347,0.043997,0.044651,0.045347,0.046091,0.046836,0.047583,0.048331,0.04908,0.049831,0.05065,0.051487,0.052324,0.053161,0.053998,0.054834,0.055738,0.056657,0.057574,0.058489,0.059402,0.060342,0.061334,0.062321,0.063306,0.064287,0.065287,0.066341,0.067391,0.068436,0.069476,0.070551,0.07166,0.072763,0.07386,0.074952,0.076111,0.077267,0.078416,0.07956,0.080744,0.081949,0.083148,0.08434,0.085559,0.086808,0.088048,0.089278,0.090521,0.091782
99.2,0.026383,0.026416,0.026466,0.026532,0.026611,0.026704,0.026809,0.026926,0.027054,0.027193,0.027342,0.027502,0.027671,0.02785,0.028038,0.028235,0.028442,0.028657,0.028881,0.029113,0.029354,0.029603,0.02986,0.030155,0.030492,0.030837,0.031189,0.031549,0.031916,0.03229,0.032671,0.033058,0.033453,0.033853,0.034261,0.034675,0.035113,0.035617,0.036127,0.036641,0.037161,0.037685,0.038215,0.038749,0.039289,0.039833,0.04044,0.041076,0.041715,0.042358,0.043003,0.043652,0.044304,0.04496,0.045699,0.046445,0.047192,0.04794,0.04869,0.049441,0.050217,0.051057,0.051897,0.052736,0.053575,0.054414,0.055279,0.056202,0.057124,0.058043,0.05896,0.059876,0.060863,0.061857,0.062848,0.063835,0.064819,0.065867,0.066925,0.067977,0.069025,0.070074,0.071193,0.072305,0.073412,0.074512,0.075651,0.076818,0.077977,0.079131,0.080298,0.081514,0.082723,0.083926,0.085131,0.086393,0.087646,0.088891,0.090132,0.09142,0.092685
