0,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
100,643.97,642.71,641.43,640.14,638.84,637.53,636.21,634.88,633.53,632.17,630.8,629.42,628.02,626.62,625.2,623.77,622.33,620.88,619.41,617.93,616.45,614.95,613.43,611.91,610.38,608.83,607.27,605.7,604.13,602.54,600.95,599.34,597.72,596.1,594.45,592.8,591.14,589.46,587.78,586.08,584.37,582.67,580.95,579.22,577.47,575.72,573.95,572.18,570.39,568.59,566.8,564.99,563.17,561.34,559.5,557.65,555.78,553.91,552.04,550.16,548.26,546.36,544.44,542.51,540.57,538.64,536.69,534.73,532.76,530.78,528.78,526.79,524.79,522.78,520.75,518.71,516.67,514.62,512.56,510.48,508.4,506.3,504.21,502.1,499.98,497.84,495.7,493.55,491.4,489.22,487.04,484.85,482.66,480.45,478.23,475.99,473.76,471.52,469.27,467,464.73
99.9,644.1,642.84,641.56,640.27,638.98,637.66,636.34,635.01,633.66,632.3,630.93,629.55,628.16,626.75,625.34,623.91,622.47,621.01,619.55,618.07,616.59,615.09,613.58,612.05,610.52,608.97,607.41,605.85,604.28,602.69,601.1,599.49,597.88,596.25,594.61,592.96,591.29,589.62,587.93,586.24,584.54,582.83,581.11,579.38,577.64,575.89,574.13,572.35,570.56,568.77,566.98,565.17,563.35,561.53,559.69,557.84,555.97,554.11,552.24,550.36,548.47,546.56,544.65,542.72,540.79,538.86,536.91,534.96,532.99,531,529.02,527.03,525.03,523.02,521,518.96,516.93,514.88,512.82,510.75,508.67,506.59,504.5,502.39,500.27,498.14,496.01,493.87,491.72,489.55,487.37,485.2,483,480.8,478.58,476.37,474.14,471.91,469.66,467.4,465.15
99.8,644.23,642.97,641.69,640.4,639.11,637.8,636.47,635.14,633.79,632.44,631.07,629.69,628.29,626.89,625.47,624.04,622.6,621.15,619.69,618.21,616.73,615.23,613.72,612.19,610.66,609.11,607.56,606,604.43,602.85,601.25,599.65,598.03,596.4,594.76,593.11,591.45,589.78,588.09,586.4,584.7,583,581.28,579.55,577.81,576.06,574.3,572.52,570.74,568.95,567.16,565.36,563.54,561.71,559.87,558.02,556.16,554.31,552.44,550.56,548.67,546.77,544.85,542.93,541.01,539.08,537.13,535.18,533.21,531.24,529.26,527.28,525.28,523.27,521.24,519.22,517.19,515.15,513.09,511.02,508.95,506.88,504.79,502.69,500.57,498.45,496.33,494.19,492.04,489.87,487.71,485.54,483.35,481.15,478.95,476.74,474.52,472.29,470.05,467.81,465.56
99.7,644.36,643.1,641.82,640.53,639.24,637.93,636.61,635.27,633.93,632.57,631.2,629.82,628.43,627.02,625.61,624.18,622.74,621.29,619.83,618.35,616.87,615.37,613.86,612.34,610.8,609.26,607.71,606.15,604.58,603,601.4,599.8,598.18,596.56,594.92,593.27,591.61,589.93,588.25,586.56,584.87,583.16,581.45,579.72,577.98,576.23,574.47,572.69,570.92,569.13,567.34,565.54,563.72,561.9,560.06,558.21,556.36,554.51,552.64,550.76,548.87,546.97,545.06,543.15,541.23,539.3,537.36,535.4,533.44,531.47,529.5,527.52,525.52,523.51,521.5,519.48,517.45,515.41,513.36,511.3,509.24,507.16,505.08,502.98,500.87,498.76,496.64,494.51,492.36,490.21,488.05,485.89,483.7,481.51,479.32,477.12,474.9,472.67,470.45,468.22,465.97
99.6,644.49,643.22,641.95,640.66,639.37,638.06,636.74,635.4,634.06,632.7,631.34,629.96,628.56,627.16,625.75,624.32,622.88,621.43,619.97,618.49,617.01,615.51,614,612.48,610.94,609.4,607.86,606.3,604.73,603.15,601.55,599.95,598.34,596.71,595.07,593.42,591.76,590.09,588.41,586.73,585.03,583.33,581.61,579.89,578.15,576.4,574.64,572.87,571.1,569.32,567.52,565.72,563.91,562.08,560.25,558.4,556.56,554.71,552.84,550.96,549.08,547.18,545.27,543.36,541.45,539.52,537.58,535.63,533.67,531.71,529.74,527.76,525.76,523.76,521.75,519.74,517.72,515.68,513.63,511.58,509.52,507.45,505.37,503.27,501.18,499.07,496.96,494.83,492.68,490.55,488.4,486.23,484.05,481.87,479.69,477.49,475.28,473.07,470.85,468.62,466.38
99.5,644.61,643.35,642.08,640.79,639.5,638.19,636.87,635.54,634.19,632.84,631.47,630.09,628.7,627.3,625.88,624.45,623.02,621.57,620.1,618.63,617.15,615.65,614.14,612.62,611.09,609.55,608,606.45,604.88,603.3,601.71,600.1,598.49,596.86,595.23,593.58,591.92,590.25,588.57,586.89,585.2,583.5,581.78,580.06,578.32,576.57,574.81,573.04,571.28,569.5,567.71,565.91,564.09,562.27,560.44,558.6,556.76,554.9,553.04,551.17,549.28,547.38,545.49,543.58,541.67,539.74,537.8,535.85,533.9,531.95,529.98,528,526.01,524.01,522.01,520,517.98,515.94,513.9,511.86,509.81,507.74,505.66,503.57,501.48,499.38,497.27,495.14,493.02,490.88,488.74,486.58,484.41,482.24,480.06,477.87,475.66,473.47,471.25,469.03,466.8
99.4,644.74,643.48,642.21,640.92,639.63,638.32,637,635.67,634.33,632.97,631.6,630.23,628.83,627.43,626.02,624.59,623.15,621.7,620.24,618.77,617.29,615.79,614.28,612.76,611.23,609.7,608.15,606.6,605.03,603.45,601.86,600.26,598.64,597.02,595.38,593.73,592.07,590.41,588.74,587.06,585.37,583.66,581.95,580.22,578.49,576.74,574.98,573.22,571.46,569.68,567.89,566.09,564.28,562.46,560.62,558.79,556.95,555.1,553.24,551.37,549.48,547.59,545.7,543.8,541.89,539.96,538.02,536.08,534.14,532.19,530.22,528.24,526.25,524.27,522.27,520.26,518.24,516.21,514.18,512.14,510.09,508.03,505.95,503.88,501.79,499.7,497.59,495.47,493.35,491.22,489.08,486.92,484.77,482.61,480.43,478.24,476.06,473.86,471.66,469.44,467.22
99.3,644.87,643.61,642.34,641.06,639.76,638.45,637.13,635.8,634.46,633.1,631.74,630.36,628.97,627.57,626.15,624.73,623.29,621.84,620.38,618.91,617.43,615.93,614.42,612.9,611.38,609.85,608.3,606.75,605.18,603.6,602.01,600.41,598.8,597.17,595.54,593.89,592.23,590.57,588.9,587.22,585.53,583.83,582.12,580.39,578.66,576.91,575.16,573.4,571.64,569.86,568.07,566.27,564.46,562.64,560.82,558.99,557.15,555.3,553.44,551.57,549.69,547.81,545.92,544.02,542.1,540.18,538.25,536.31,534.37,532.42,530.46,528.48,526.5,524.52,522.53,520.52,518.51,516.48,514.46,512.42,510.37,508.31,506.25,504.18,502.1,500.01,497.9,495.8,493.69,491.56,489.42,487.28,485.13,482.97,480.8,478.63,476.45,474.26,472.06,469.86,467.65
99.2,645,643.74,642.47,641.19,639.89,638.58,637.27,635.93,634.59,633.24,631.87,630.5,629.11,627.7,626.29,624.87,623.43,621.98,620.52,619.05,617.56,616.07,614.56,613.05,611.53,609.99,608.45,606.9,605.33,603.75,602.16,600.56,598.95,597.32,595.69,594.04,592.39,590.73,589.07,587.39,585.7,584,582.28,580.56,578.83,577.08,575.33,573.58,571.82,570.04,568.25,566.46,564.65,562.83,561.01,559.19,557.35,555.5,553.64,551.77,549.89,548.02,546.13,544.23,542.32,540.4,538.47,536.55,534.61,532.66,530.7,528.73,526.76,524.78,522.79,520.78,518.77,516.76,514.74,512.71,510.66,508.6,506.55,504.49,502.41,500.32,498.23,496.13,494.02,491.9,489.77,487.64,485.5,483.34,481.18,479.02,476.84,474.66,472.47,470.28,468.08
