x, y
100.47984503032889, 0.016940685784837553
115.99749370349728, 0.016385256536467722
115.99749370349728, 0.016385256536467722
138.14389937776627, 0.015475126321432142
154.22274392709792, 0.01482586156507505
180.61550263252474, 0.013803720504765825
204.06535981283352, 0.013036983463857591
228.9101031362122, 0.0121961183706
255.55340755050042, 0.011546136795849359
285.9814538612255, 0.010878863955090828
313.212206629594, 0.010422436171624435
346.33581270970524, 0.009843516656269742
382.9625296662512, 0.00938572354981476
417.42454029950903, 0.008991941164654443
454.98788258401026, 0.008614680102121993
497.1198243329559, 0.008194501184580502
551.0098503250048, 0.007813398954134361
589.2033816449851, 0.007557222669866331
656.209430817733, 0.007188620980261829
723.8717577558006, 0.006805510882078482
790.9023840623, 0.0064890065192057395
874.5442042213608, 0.006157825654288607
962.4131138907699, 0.005843548402214531
1119.050116634554, 0.0054406759800223435
1246.3119916982039, 0.0051384699334697075
1414.8812636311686, 0.004807045766458231
1560.771475202113, 0.00457258328348973
1801.80989842001, 0.004267484488541887
2026.0218206009502, 0.004011295792786139
2203.06044929987, 0.0038156458203934956
