wind_threshold_factor,pressure_mbar,wind_speed_ms,distance_km,depth_m,hsig_m,tp_s,ub_ms
4,6,120,7.2,10,2.52,5,0.12
4,6,120,8.4,10,2.64,5.13,0.13
4,6,120,9.6,10,2.82,5.29,0.16
4,6,120,10.8,10,2.95,5.41,0.18
4,6,120,12,10,3.01,5.47,0.19
4,6,120,13.2,10,3.07,5.53,0.19
4,6,120,14.4,10,3.14,5.59,0.21
4,6,120,15.6,10,3.22,5.65,0.22
4,6,120,16.8,10,3.3,5.72,0.23
4,6,120,18,10,3.38,5.79,0.24
4,6,120,18.46,10,3.41,5.82,0.25
4,6,120,18.87,10,3.43,5.84,0.25
4,6,120,19.2,10,3.44,5.85,0.26
4,6,120,19.33,10,3.44,5.86,0.26
4,6,120,19.45,10,3.45,5.86,0.26
4,6,120,19.55,10,3.45,5.86,0.26
4,6,120,19.62,10,3.45,5.86,0.26
4,6,120,19.68,10,3.45,5.87,0.26
4,6,120,19.73,10,3.45,5.87,0.26
4,6,120,19.76,10,3.45,5.87,0.26
4,6,120,19.8,10,3.45,5.87,0.26
4,6,120,19.82,10,3.45,5.87,0.26
4,6,120,19.84,10,3.45,5.87,0.26
4,6,120,19.85,10,3.45,5.87,0.26
4,6,120,19.87,10,3.45,5.87,0.26
4,6,120,19.88,10,3.45,5.87,0.26
4,6,120,19.88,10,3.45,5.87,0.26
4,6,120,19.89,9.5,3.43,5.85,0.28
4,6,120,19.9,8.59,3.38,5.82,0.33
4,6,120,19.91,8.14,3.35,5.8,0.35
4,6,120,19.91,7.69,3.31,5.78,0.38
4,6,120,19.92,6.78,3.22,5.74,0.44
4,6,120,19.93,6.33,3.14,5.7,0.47
4,6,120,19.93,5.88,3.06,5.66,0.5
4,6,120,19.94,4.97,2.92,5.6,0.59
4,6,120,19.95,4.52,2.79,5.53,0.62
4,6,120,19.95,4.07,2.65,5.44,0.66
4,6,120,19.96,3.62,2.5,5.36,0.69
4,6,120,19.97,2.71,2.26,5.3,0.83
4,6,120,19.97,2.26,2.04,5.2,0.88
4,6,120,19.98,1.81,1.57,5.32,0.83
4,6,120,19.99,0.9,0.95,5.57,0.85
4,6,120,19.99,0.45,0.4,5.86,0.54
4,6,120,20,0,0,0,0
4,60,58.8,0,10,0.21,5.16,0.01
4,60,58.8,1.2,10,2,4.64,0.07
4,60,58.8,2.4,10,2.33,5.07,0.11
4,60,58.8,3.6,10,2.51,5.39,0.14
4,60,58.8,4.8,10,2.72,5.69,0.18
4,60,58.8,6,10,2.89,5.93,0.22
4,60,58.8,7.2,10,2.99,6.09,0.24
4,60,58.8,8.4,10,3.12,6.26,0.27
4,60,58.8,9.6,10,3.26,6.44,0.31
4,60,58.8,10.8,10,3.33,6.54,0.32
4,60,58.8,12,10,3.36,6.6,0.33
4,60,58.8,13.2,10,3.39,6.66,0.35
4,60,58.8,14.4,10,3.42,6.72,0.36
4,60,58.8,15.6,10,3.47,6.78,0.37
4,60,58.8,16.8,10,3.51,6.86,0.38
4,60,58.8,18,10,3.54,6.91,0.39
4,60,58.8,18.46,10,3.56,6.93,0.4
4,60,58.8,18.87,10,3.57,6.95,0.4
4,60,58.8,19.2,10,3.57,6.96,0.4
4,60,58.8,19.33,10,3.57,6.96,0.4
4,60,58.8,19.45,10,3.58,6.97,0.4
4,60,58.8,19.55,10,3.58,6.97,0.4
4,60,58.8,19.62,10,3.58,6.97,0.41
4,60,58.8,19.68,10,3.58,6.97,0.41
4,60,58.8,19.73,10,3.58,6.98,0.41
4,60,58.8,19.76,10,3.58,6.98,0.41
4,60,58.8,19.8,10,3.58,6.98,0.41
4,60,58.8,19.82,10,3.58,6.98,0.41
4,60,58.8,19.84,10,3.58,6.98,0.41
4,60,58.8,19.85,10,3.58,6.98,0.41
4,60,58.8,19.87,10,3.58,6.98,0.41
4,60,58.8,19.88,10,3.58,6.98,0.41
4,60,58.8,19.88,10,3.58,6.98,0.41
4,60,58.8,19.89,9.5,3.56,6.97,0.44
4,60,58.8,19.9,8.59,3.51,6.96,0.49
4,60,58.8,19.91,8.14,3.48,6.95,0.52
4,60,58.8,19.91,7.69,3.43,6.94,0.56
4,60,58.8,19.92,6.78,3.35,6.93,0.63
4,60,58.8,19.93,6.33,3.27,6.91,0.66
4,60,58.8,19.93,5.88,3.19,6.9,0.7
4,60,58.8,19.94,4.97,3.05,6.91,0.8
4,60,58.8,19.95,4.52,2.91,6.89,0.84
4,60,58.8,19.95,4.07,2.77,6.88,0.88
4,60,58.8,19.96,3.62,2.61,6.87,0.92
4,60,58.8,19.97,2.71,2.36,6.92,1.06
4,60,58.8,19.97,2.26,2.12,6.89,1.09
4,60,58.8,19.98,1.81,1.68,6.98,1.02
4,60,58.8,19.99,0.9,1.16,7.21,1.1
4,60,58.8,19.99,0.45,0.58,7.41,0.81
4,60,58.8,20,0,0,0,0
4,600,17.2,0,10,0.17,3.71,0.01
4,600,17.2,1.2,10,1.36,5.16,0.07
4,600,17.2,2.4,10,1.66,5.57,0.11
4,600,17.2,3.6,10,1.81,5.88,0.14
4,600,17.2,4.8,10,1.92,6.11,0.16
4,600,17.2,6,10,2.02,6.33,0.19
4,600,17.2,7.2,10,2.11,6.5,0.21
4,600,17.2,8.4,10,2.18,6.64,0.23
4,600,17.2,9.6,10,2.22,6.75,0.24
4,600,17.2,10.8,10,2.27,6.85,0.25
4,600,17.2,12,10,2.33,6.95,0.27
4,600,17.2,13.2,10,2.37,7.03,0.28
4,600,17.2,14.4,10,2.39,7.08,0.28
4,600,17.2,15.6,10,2.41,7.13,0.29
4,600,17.2,16.8,10,2.42,7.18,0.3
4,600,17.2,18,10,2.44,7.22,0.3
4,600,17.2,18.46,10,2.45,7.24,0.3
4,600,17.2,18.87,10,2.46,7.26,0.31
4,600,17.2,19.2,10,2.46,7.28,0.31
4,600,17.2,19.33,10,2.47,7.28,0.31
4,600,17.2,19.45,10,2.47,7.29,0.31
4,600,17.2,19.55,10,2.47,7.29,0.31
4,600,17.2,19.62,10,2.47,7.29,0.31
4,600,17.2,19.68,10,2.47,7.29,0.31
4,600,17.2,19.73,10,2.48,7.3,0.31
4,600,17.2,19.76,10,2.48,7.3,0.31
4,600,17.2,19.8,10,2.48,7.3,0.31
4,600,17.2,19.82,10,2.48,7.3,0.31
4,600,17.2,19.84,10,2.48,7.3,0.31
4,600,17.2,19.85,10,2.47,7.3,0.31
4,600,17.2,19.87,10,2.47,7.31,0.31
4,600,17.2,19.88,10,2.47,7.31,0.31
4,600,17.2,19.88,10,2.47,7.31,0.31
4,600,17.2,19.89,9.5,2.46,7.3,0.33
4,600,17.2,19.9,8.59,2.42,7.28,0.37
4,600,17.2,19.91,8.14,2.4,7.28,0.39
4,600,17.2,19.91,7.69,2.38,7.27,0.42
4,600,17.2,19.92,6.78,2.34,7.26,0.47
4,600,17.2,19.93,6.33,2.31,7.27,0.5
4,600,17.2,19.93,5.88,2.28,7.28,0.53
4,600,17.2,19.94,4.97,2.22,7.31,0.61
4,600,17.2,19.95,4.52,2.16,7.37,0.65
4,600,17.2,19.95,4.07,2.08,7.44,0.7
4,600,17.2,19.96,3.62,1.98,7.54,0.74
4,600,17.2,19.97,2.71,1.81,7.72,0.85
4,600,17.2,19.97,2.26,1.6,7.87,0.86
4,600,17.2,19.98,1.81,1.39,7.98,0.87
4,600,17.2,19.99,0.9,1.1,8.13,1.05
4,600,17.2,19.99,0.45,0.64,8.19,0.89
4,600,17.2,20,0,0,0,0
